gd_file,gd_file_url,basename,PI filename,ERDDAP Dataset ID,vars_erddap
oc_do_900_900.csv,https://drive.google.com/file/d/188Gg_dTSigfYrCt8aeaQQlWdAYz--E1M/edit,oc_do_900_900.csv,oc_do_900_900.csv,cciea_OC_DO,dissolved_oxygen
oc_do_933_300.csv,https://drive.google.com/file/d/12LK9yU8EgYST4Ii-_TXqqffAwMw6uAmT/edit,oc_do_933_300.csv,oc_do_933_300.csv,cciea_OC_DO,dissolved_oxygen
oc_do_NH05.csv,https://drive.google.com/file/d/1QDr_EpZmr_bPwsVc5npoIL4H4j7GKcfE/edit,oc_do_NH05.csv,oc_do_NH05.csv,cciea_OC_DO,dissolved_oxygen
oc_do_NH25.csv,https://drive.google.com/file/d/14vkfu7_s055rIgBOXVyeX2aj9xWNib_o/edit,oc_do_NH25.csv,oc_do_NH25.csv,cciea_OC_DO,dissolved_oxygen
oc_lusi_A_error.csv,https://drive.google.com/file/d/10C-xqWkAbyRM1X8A8yQyJuX4WLJ3wcS4/edit,oc_lusi_A_error.csv,oc_lusi_A_error.csv,cciea_OC_LUSI,"lusi, lusi, lusi, lusi, lusi, lusi"
mei.csv,https://drive.google.com/file/d/1C-mlfNLyA8-oWQDkLCClPtzs1nAP0aAX/edit,mei.csv,mei.csv,cciea_OC_MEI,MEI
noix.csv,https://drive.google.com/file/d/1DaOPWxHRdLfQ3IAYmV3N6UM0eU9tVdGr/edit,noix.csv,noix.csv,cciea_OC_NOI,NOI
npgo.csv,https://drive.google.com/file/d/1IiIe7t8OAhl_FkjyCVqIYULFdph36LHz/edit,npgo.csv,npgo.csv,cciea_OC_NPGO,NPGO
oc_nph_M.csv,https://drive.google.com/file/d/1QHn2IAIXW8uElg-u5qsuD6rRFSErvnLS/edit,oc_nph_M.csv,oc_nph_M.csv,cciea_OC_NPH,nph_area
oc_nph_jf_A.csv,https://drive.google.com/file/d/1hUialI89ulA5KSCMfLeqQuSxCkq1gI_H/edit,oc_nph_jf_A.csv,oc_nph_jf_A.csv,cciea_OC_NPH_JF,nph_area
pdo.csv,https://drive.google.com/file/d/1kdBwDVQ8j24RpYHjgjnSYwjnQ5c0dy8h/edit,pdo.csv,pdo.csv,cciea_OC_PDO,PDO
sl_SouthBeachOR.csv,https://drive.google.com/file/d/11GZS2xDha7Q9SOb4iI4cd7rlyiMMmpbj/edit,sl_SouthBeachOR.csv,sl_SouthBeachOR.csv,cciea_OC_SL1,sea_level
sl_SanFran.csv,https://drive.google.com/file/d/1VaG5lSisYOKpVfxRUsiFGp2AhyzndwyU/edit,sl_SanFran.csv,sl_SanFran.csv,cciea_OC_SL2,sea_level
sl_SanDiego.csv,https://drive.google.com/file/d/1irWuOXy1R1LlVWUqw1YwFHAwIk4tc159/edit,sl_SanDiego.csv,sl_SanDiego.csv,cciea_OC_SL3,sea_level
cciea_OC_SST1.csv,https://drive.google.com/file/d/111TJwT4IVmKJkrv4qBMHz5xo_k6j_-JH/edit,cciea_OC_SST1.csv,cciea_OC_SST1.csv,cciea_OC_SST1,SST
cciea_OC_SST2.csv,https://drive.google.com/file/d/1dDGV8_P974ho8us9lgNZbxOxpog0y0V_/edit,cciea_OC_SST2.csv,cciea_OC_SST2.csv,cciea_OC_SST2,SST
cciea_OC_SST3.csv,https://drive.google.com/file/d/1Z-ezXMUNGquw965IbLrdztF4q7ymo8ux/edit,cciea_OC_SST3.csv,cciea_OC_SST3.csv,cciea_OC_SST3,SST
oc_sti_A_error.csv,https://drive.google.com/file/d/1iqZj6ROL3X6nK-_JQ2W1LaOcoaDgPCas/edit,oc_sti_A_error.csv,oc_sti_A_error.csv,cciea_OC_STI,"sti, sti, sti, sti, sti, sti"
oc_tumi_A_error.csv,https://drive.google.com/file/d/1c-pgn_0WeYkhlmQzYaxma52CG1YAx8xj/edit,oc_tumi_A_error.csv,oc_tumi_A_error.csv,cciea_OC_TUMI,"tumi, tumi, tumi, tumi, tumi, tumi"
cciea_OC_UI1.csv,https://drive.google.com/file/d/1pMsdYbxEnO1woawyYusD8ItAxZKBcRwM/edit,cciea_OC_UI1.csv,cciea_OC_UI1.csv,cciea_OC_UI1,upwelling_index
cciea_OC_UI2.csv,https://drive.google.com/file/d/1b1HpFkx-ixoaD8vaVO5DejAmY8W1MsfX/edit,cciea_OC_UI2.csv,cciea_OC_UI2.csv,cciea_OC_UI2,upwelling_index
cciea_OC_UI3.csv,https://drive.google.com/file/d/1F8Vwo61VEr8ekCNF12btUpqeAVmwI39T/edit,cciea_OC_UI3.csv,cciea_OC_UI3.csv,cciea_OC_UI3,upwelling_index
cciea_OC_vwnd1.csv,https://drive.google.com/file/d/1MGtaDLG94CdI0pl4cCJexTaAo7dOAvER/edit,cciea_OC_vwnd1.csv,cciea_OC_vwnd1.csv,cciea_OC_VWND1,vwnd
cciea_OC_vwnd2.csv,https://drive.google.com/file/d/1uOgRk28ul2BaZRCIiKAJDOlI-qtyXhZT/edit,cciea_OC_vwnd2.csv,cciea_OC_vwnd2.csv,cciea_OC_VWND2,vwnd
cciea_OC_vwnd3.csv,https://drive.google.com/file/d/1EPZQ1HCObq4uxMOrI2aSb9WFqEpeBuxi/edit,cciea_OC_vwnd3.csv,cciea_OC_vwnd3.csv,cciea_OC_VWND3,vwnd
SalmonCombinedChinookCoho.Escapement_2021.csv,https://drive.google.com/file/d/1gyYiyPqQWXfxc5AFHzl3P1mZDl7Tnfj-/edit,SalmonCombinedChinookCoho.Escapement_2021.csv,SalmonCombinedChinookCoho.Escapement_2021.csv,cciea_SM_CA_CH_ABND,"abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly"
CAChinookCond.2018.IEA.Format.csv,https://drive.google.com/file/d/1TsiqEd8hLH-81GUd9_Lz9yj9KjPdwQDZ/edit,CAChinookCond.2018.IEA.Format.csv,CAChinookCond.2018.IEA.Format.csv,cciea_SM_CA_CH_CND,"condition, condition, condition, condition, condition, condition, condition"
SalmonCombinedChinookCoho.Escapement_2021.csv,https://drive.google.com/file/d/1gyYiyPqQWXfxc5AFHzl3P1mZDl7Tnfj-/edit,SalmonCombinedChinookCoho.Escapement_2021.csv,SalmonCombinedChinookCoho.Escapement_2021.csv,cciea_SM_CA_CO_ABND,"abundance_anomaly, abundance_anomaly"
SalmonCombinedChinookCoho.Escapement_2021.csv,https://drive.google.com/file/d/1gyYiyPqQWXfxc5AFHzl3P1mZDl7Tnfj-/edit,SalmonCombinedChinookCoho.Escapement_2021.csv,SalmonCombinedChinookCoho.Escapement_2021.csv,cciea_SM_ORWA_CH_ABND,"abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly, abundance_anomaly"
ORWA_ChinookCond.2016.csv,https://drive.google.com/file/d/1OFsRbFAfEX0deKY63HsTfyV_7Zvinapl/edit,ORWA_ChinookCond.2016.csv,ORWA_ChinookCond.2016.csv,cciea_SM_ORWA_CH_CND,"cond_age_div, cond_pct_nat, cond_pop_gr, cond_age_div, cond_pct_nat, cond_pop_gr, cond_age_div, cond_pct_nat, cond_pop_gr, cond_age_div, cond_pct_nat, cond_pop_gr, cond_age_div, cond_pct_nat, cond_pop_gr"
SalmonCombinedChinookCoho.Escapement_2021.csv,https://drive.google.com/file/d/1gyYiyPqQWXfxc5AFHzl3P1mZDl7Tnfj-/edit,SalmonCombinedChinookCoho.Escapement_2021.csv,SalmonCombinedChinookCoho.Escapement_2021.csv,cciea_SM_ORWA_CO_ABND,"abundance_anomaly, abundance_anomaly"
ORWA_CohoCond.2016.csv,https://drive.google.com/file/d/1jHSQ57J8UWWiY_WgHDKxZlHEjjIUZNSh/edit,ORWA_CohoCond.2016.csv,ORWA_CohoCond.2016.csv,cciea_SM_ORWA_CO_CND,"cond_pct_nat, cond_pop_gr, cond_pct_nat, cond_pop_gr"
