year,month,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1963,4,3.44,0.0,3.44,3.44,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,7,4.19,0.0,4.19,4.19,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,10,4.484999999999999,0.355,4.129999999999999,4.84,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1963,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,1,3.55,0.0,3.55,3.55,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,6,3.9,0.0,3.9,3.9,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1964,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,1,4.29,0.0,4.29,4.29,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1965,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,2,3.13,0.0,3.13,3.13,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,7,3.24,0.0,3.24,3.24,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1966,12,4.45,0.0,4.45,4.45,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,6,3.86,0.0,3.86,3.86,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1967,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,1,3.53,0.0,3.53,3.53,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,6,3.07,0.0,3.07,3.07,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1968,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,1,4.12,0.0,4.12,4.12,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,2,5.31,0.0,5.31,5.31,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,4,3.84,0.0,3.84,3.84,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,5,4.95,0.0,4.95,4.95,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,7,3.13,0.0,3.13,3.13,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,8,4.5,0.0,4.5,4.5,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,10,2.87,0.0,2.87,2.87,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,11,3.35,0.0,3.35,3.35,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1969,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1970,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1971,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,1,3.28,0.0,3.28,3.28,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,3,2.95,0.0,2.95,2.95,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,7,4.51,0.0,4.51,4.51,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1972,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1973,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1974,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,9,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,10,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,11,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1975,12,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,1,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,2,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,3,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,4,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,5,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,6,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,7,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
1976,8,nan,nan,nan,nan,DO (ml/L),Monthly Dissolved Oxygen at 150 m: 800_800 (33.48N -122.54W),33.479538754208754,-122.53729849158246,150.0,1.0
