year,index,metric,series_name,ass_year,CV
2011,0.707552,Depletion,Longspine thornyhead,2013,0
2012,0.733314,Depletion,Longspine thornyhead,2013,0
2013,0.752178,Depletion,Longspine thornyhead,2013,0
1902,1.00243,Depletion,Shortspine thornyhead,2013,0
1903,1.00249,Depletion,Shortspine thornyhead,2013,0
1904,1.00254,Depletion,Shortspine thornyhead,2013,0
1905,1.00258,Depletion,Shortspine thornyhead,2013,0
1906,1.00262,Depletion,Shortspine thornyhead,2013,0
1907,1.00265,Depletion,Shortspine thornyhead,2013,0
1908,1.00267,Depletion,Shortspine thornyhead,2013,0
1909,1.00268,Depletion,Shortspine thornyhead,2013,0
1910,1.00269,Depletion,Shortspine thornyhead,2013,0
1911,1.00268,Depletion,Shortspine thornyhead,2013,0
1912,1.00266,Depletion,Shortspine thornyhead,2013,0
1913,1.00264,Depletion,Shortspine thornyhead,2013,0
1914,1.0026,Depletion,Shortspine thornyhead,2013,0
1915,1.00255,Depletion,Shortspine thornyhead,2013,0
1916,1.00249,Depletion,Shortspine thornyhead,2013,0
1917,1.00242,Depletion,Shortspine thornyhead,2013,0
1918,1.00233,Depletion,Shortspine thornyhead,2013,0
1919,1.00222,Depletion,Shortspine thornyhead,2013,0
1920,1.00211,Depletion,Shortspine thornyhead,2013,0
1921,1.00198,Depletion,Shortspine thornyhead,2013,0
1922,1.00183,Depletion,Shortspine thornyhead,2013,0
1923,1.00167,Depletion,Shortspine thornyhead,2013,0
1924,1.0015,Depletion,Shortspine thornyhead,2013,0
1925,1.00132,Depletion,Shortspine thornyhead,2013,0
1926,1.00112,Depletion,Shortspine thornyhead,2013,0
1927,1.00091,Depletion,Shortspine thornyhead,2013,0
1928,1.00069,Depletion,Shortspine thornyhead,2013,0
1929,1.00046,Depletion,Shortspine thornyhead,2013,0
1930,1.00022,Depletion,Shortspine thornyhead,2013,0
1931,0.999969,Depletion,Shortspine thornyhead,2013,0
1932,0.999714,Depletion,Shortspine thornyhead,2013,0
1933,0.999456,Depletion,Shortspine thornyhead,2013,0
1934,0.999173,Depletion,Shortspine thornyhead,2013,0
1935,0.998898,Depletion,Shortspine thornyhead,2013,0
1936,0.998634,Depletion,Shortspine thornyhead,2013,0
1937,0.99838,Depletion,Shortspine thornyhead,2013,0
1938,0.998162,Depletion,Shortspine thornyhead,2013,0
1939,0.997955,Depletion,Shortspine thornyhead,2013,0
1940,0.997756,Depletion,Shortspine thornyhead,2013,0
1941,0.997564,Depletion,Shortspine thornyhead,2013,0
1942,0.997327,Depletion,Shortspine thornyhead,2013,0
1943,0.997123,Depletion,Shortspine thornyhead,2013,0
1944,0.996542,Depletion,Shortspine thornyhead,2013,0
1945,0.995715,Depletion,Shortspine thornyhead,2013,0
1946,0.994782,Depletion,Shortspine thornyhead,2013,0
1947,0.994753,Depletion,Shortspine thornyhead,2013,0
1948,0.995443,Depletion,Shortspine thornyhead,2013,0
1949,0.996022,Depletion,Shortspine thornyhead,2013,0
1950,0.996804,Depletion,Shortspine thornyhead,2013,0
1951,0.997925,Depletion,Shortspine thornyhead,2013,0
1952,0.998896,Depletion,Shortspine thornyhead,2013,0
1953,1.00065,Depletion,Shortspine thornyhead,2013,0
1954,1.00316,Depletion,Shortspine thornyhead,2013,0
1955,1.00591,Depletion,Shortspine thornyhead,2013,0
1956,1.0091,Depletion,Shortspine thornyhead,2013,0
1957,1.01065,Depletion,Shortspine thornyhead,2013,0
1958,1.01411,Depletion,Shortspine thornyhead,2013,0
1959,1.01783,Depletion,Shortspine thornyhead,2013,0
1960,1.02141,Depletion,Shortspine thornyhead,2013,0
1961,1.02486,Depletion,Shortspine thornyhead,2013,0
1962,1.0284,Depletion,Shortspine thornyhead,2013,0
1963,1.03252,Depletion,Shortspine thornyhead,2013,0
1964,1.03628,Depletion,Shortspine thornyhead,2013,0
1965,1.04013,Depletion,Shortspine thornyhead,2013,0
1966,1.04292,Depletion,Shortspine thornyhead,2013,0
1967,1.0427,Depletion,Shortspine thornyhead,2013,0
1968,1.04191,Depletion,Shortspine thornyhead,2013,0
1969,1.03831,Depletion,Shortspine thornyhead,2013,0
1970,1.03884,Depletion,Shortspine thornyhead,2013,0
1971,1.03841,Depletion,Shortspine thornyhead,2013,0
1972,1.03702,Depletion,Shortspine thornyhead,2013,0
1973,1.03242,Depletion,Shortspine thornyhead,2013,0
1974,1.02274,Depletion,Shortspine thornyhead,2013,0
1975,1.01793,Depletion,Shortspine thornyhead,2013,0
1976,1.01009,Depletion,Shortspine thornyhead,2013,0
1977,1.00591,Depletion,Shortspine thornyhead,2013,0
1978,1.00021,Depletion,Shortspine thornyhead,2013,0
1979,0.995108,Depletion,Shortspine thornyhead,2013,0
1980,0.987964,Depletion,Shortspine thornyhead,2013,0
1981,0.98251,Depletion,Shortspine thornyhead,2013,0
1982,0.975115,Depletion,Shortspine thornyhead,2013,0
1983,0.966444,Depletion,Shortspine thornyhead,2013,0
1984,0.954628,Depletion,Shortspine thornyhead,2013,0
1985,0.940646,Depletion,Shortspine thornyhead,2013,0
1986,0.925686,Depletion,Shortspine thornyhead,2013,0
1987,0.914094,Depletion,Shortspine thornyhead,2013,0
1988,0.903529,Depletion,Shortspine thornyhead,2013,0
1989,0.891725,Depletion,Shortspine thornyhead,2013,0
1990,0.873348,Depletion,Shortspine thornyhead,2013,0
1991,0.85708,Depletion,Shortspine thornyhead,2013,0
1992,0.842941,Depletion,Shortspine thornyhead,2013,0
1993,0.829717,Depletion,Shortspine thornyhead,2013,0
1994,0.815053,Depletion,Shortspine thornyhead,2013,0
1995,0.802106,Depletion,Shortspine thornyhead,2013,0
1996,0.794501,Depletion,Shortspine thornyhead,2013,0
1997,0.788237,Depletion,Shortspine thornyhead,2013,0
1998,0.782921,Depletion,Shortspine thornyhead,2013,0
1999,0.778436,Depletion,Shortspine thornyhead,2013,0
2000,0.775574,Depletion,Shortspine thornyhead,2013,0
2001,0.772947,Depletion,Shortspine thornyhead,2013,0
2002,0.771452,Depletion,Shortspine thornyhead,2013,0
2003,0.769186,Depletion,Shortspine thornyhead,2013,0
2004,0.7667,Depletion,Shortspine thornyhead,2013,0
2005,0.764351,Depletion,Shortspine thornyhead,2013,0
2006,0.762414,Depletion,Shortspine thornyhead,2013,0
2007,0.760511,Depletion,Shortspine thornyhead,2013,0
2008,0.757995,Depletion,Shortspine thornyhead,2013,0
2009,0.7542,Depletion,Shortspine thornyhead,2013,0
2010,0.75003,Depletion,Shortspine thornyhead,2013,0
2011,0.746334,Depletion,Shortspine thornyhead,2013,0
2012,0.743899,Depletion,Shortspine thornyhead,2013,0
2013,0.741723,Depletion,Shortspine thornyhead,2013,0
1892,1,Depletion,Sharpchin rockfish,2013,0
1893,1,Depletion,Sharpchin rockfish,2013,0
1894,1,Depletion,Sharpchin rockfish,2013,0
1895,1,Depletion,Sharpchin rockfish,2013,0
1896,1,Depletion,Sharpchin rockfish,2013,0
1897,1,Depletion,Sharpchin rockfish,2013,0
1898,1,Depletion,Sharpchin rockfish,2013,0
1899,1,Depletion,Sharpchin rockfish,2013,0
1900,1,Depletion,Sharpchin rockfish,2013,0
1901,1,Depletion,Sharpchin rockfish,2013,0
1902,1,Depletion,Sharpchin rockfish,2013,0
1903,1,Depletion,Sharpchin rockfish,2013,0
1904,1,Depletion,Sharpchin rockfish,2013,0
1905,1,Depletion,Sharpchin rockfish,2013,0
1906,1,Depletion,Sharpchin rockfish,2013,0
1907,1,Depletion,Sharpchin rockfish,2013,0
1908,1,Depletion,Sharpchin rockfish,2013,0
1909,1,Depletion,Sharpchin rockfish,2013,0
1910,1,Depletion,Sharpchin rockfish,2013,0
1911,1,Depletion,Sharpchin rockfish,2013,0
1912,1,Depletion,Sharpchin rockfish,2013,0
1913,1,Depletion,Sharpchin rockfish,2013,0
1914,1,Depletion,Sharpchin rockfish,2013,0
1915,1,Depletion,Sharpchin rockfish,2013,0
1916,1,Depletion,Sharpchin rockfish,2013,0
1917,0.999999,Depletion,Sharpchin rockfish,2013,0
1918,0.999997,Depletion,Sharpchin rockfish,2013,0
1919,0.999994,Depletion,Sharpchin rockfish,2013,0
1920,0.999993,Depletion,Sharpchin rockfish,2013,0
1921,0.999991,Depletion,Sharpchin rockfish,2013,0
1922,0.99999,Depletion,Sharpchin rockfish,2013,0
1923,0.999989,Depletion,Sharpchin rockfish,2013,0
1924,0.999988,Depletion,Sharpchin rockfish,2013,0
1925,0.999988,Depletion,Sharpchin rockfish,2013,0
1926,0.999988,Depletion,Sharpchin rockfish,2013,0
1927,0.999986,Depletion,Sharpchin rockfish,2013,0
1928,0.999983,Depletion,Sharpchin rockfish,2013,0
1929,0.999979,Depletion,Sharpchin rockfish,2013,0
1930,0.999974,Depletion,Sharpchin rockfish,2013,0
1931,0.99997,Depletion,Sharpchin rockfish,2013,0
1932,0.999967,Depletion,Sharpchin rockfish,2013,0
1933,0.999964,Depletion,Sharpchin rockfish,2013,0
1934,0.999959,Depletion,Sharpchin rockfish,2013,0
1935,0.999954,Depletion,Sharpchin rockfish,2013,0
1936,0.99995,Depletion,Sharpchin rockfish,2013,0
1937,0.999946,Depletion,Sharpchin rockfish,2013,0
1938,0.999941,Depletion,Sharpchin rockfish,2013,0
1939,0.999934,Depletion,Sharpchin rockfish,2013,0
1940,0.999924,Depletion,Sharpchin rockfish,2013,0
1941,0.999892,Depletion,Sharpchin rockfish,2013,0
1942,0.999841,Depletion,Sharpchin rockfish,2013,0
1943,0.999761,Depletion,Sharpchin rockfish,2013,0
1944,0.9994745,Depletion,Sharpchin rockfish,2013,0
1945,0.999019,Depletion,Sharpchin rockfish,2013,0
1946,0.998178,Depletion,Sharpchin rockfish,2013,0
1947,0.99765,Depletion,Sharpchin rockfish,2013,0
1948,0.997381,Depletion,Sharpchin rockfish,2013,0
1949,0.997114,Depletion,Sharpchin rockfish,2013,0
1950,0.996811,Depletion,Sharpchin rockfish,2013,0
1951,0.996466,Depletion,Sharpchin rockfish,2013,0
1952,0.996125,Depletion,Sharpchin rockfish,2013,0
1953,0.9954485,Depletion,Sharpchin rockfish,2013,0
1954,0.995056,Depletion,Sharpchin rockfish,2013,0
1955,0.994422,Depletion,Sharpchin rockfish,2013,0
1956,0.994022,Depletion,Sharpchin rockfish,2013,0
1957,0.993208,Depletion,Sharpchin rockfish,2013,0
1958,0.992481,Depletion,Sharpchin rockfish,2013,0
1959,0.991931,Depletion,Sharpchin rockfish,2013,0
1960,0.991471,Depletion,Sharpchin rockfish,2013,0
1961,0.990828,Depletion,Sharpchin rockfish,2013,0
1962,0.990046,Depletion,Sharpchin rockfish,2013,0
1963,0.988947,Depletion,Sharpchin rockfish,2013,0
1964,0.98749,Depletion,Sharpchin rockfish,2013,0
1965,0.986286,Depletion,Sharpchin rockfish,2013,0
1966,0.985258,Depletion,Sharpchin rockfish,2013,0
1967,0.912829,Depletion,Sharpchin rockfish,2013,0
1968,0.873834,Depletion,Sharpchin rockfish,2013,0
1969,0.853407,Depletion,Sharpchin rockfish,2013,0
1970,0.85623,Depletion,Sharpchin rockfish,2013,0
1971,0.858861,Depletion,Sharpchin rockfish,2013,0
1972,0.859972,Depletion,Sharpchin rockfish,2013,0
1973,0.862165,Depletion,Sharpchin rockfish,2013,0
1974,0.863234,Depletion,Sharpchin rockfish,2013,0
1975,0.866201,Depletion,Sharpchin rockfish,2013,0
1976,0.869577,Depletion,Sharpchin rockfish,2013,0
1977,0.8729005,Depletion,Sharpchin rockfish,2013,0
1978,0.8787115,Depletion,Sharpchin rockfish,2013,0
1979,0.8698345,Depletion,Sharpchin rockfish,2013,0
1980,0.860876,Depletion,Sharpchin rockfish,2013,0
1981,0.852831,Depletion,Sharpchin rockfish,2013,0
1982,0.857649,Depletion,Sharpchin rockfish,2013,0
1983,0.8629895,Depletion,Sharpchin rockfish,2013,0
1984,0.827969,Depletion,Sharpchin rockfish,2013,0
1985,0.821289,Depletion,Sharpchin rockfish,2013,0
1986,0.776756,Depletion,Sharpchin rockfish,2013,0
1987,0.749488,Depletion,Sharpchin rockfish,2013,0
1988,0.724743,Depletion,Sharpchin rockfish,2013,0
1989,0.66467,Depletion,Sharpchin rockfish,2013,0
1990,0.603092,Depletion,Sharpchin rockfish,2013,0
1991,0.561626,Depletion,Sharpchin rockfish,2013,0
1992,0.541197,Depletion,Sharpchin rockfish,2013,0
1993,0.527907,Depletion,Sharpchin rockfish,2013,0
1994,0.4867895,Depletion,Sharpchin rockfish,2013,0
1995,0.4407135,Depletion,Sharpchin rockfish,2013,0
1996,0.426655,Depletion,Sharpchin rockfish,2013,0
1997,0.414362,Depletion,Sharpchin rockfish,2013,0
1998,0.38512,Depletion,Sharpchin rockfish,2013,0
1999,0.396063,Depletion,Sharpchin rockfish,2013,0
2000,0.4145,Depletion,Sharpchin rockfish,2013,0
2001,0.4380235,Depletion,Sharpchin rockfish,2013,0
2002,0.461344,Depletion,Sharpchin rockfish,2013,0
2003,0.485603,Depletion,Sharpchin rockfish,2013,0
2004,0.50779,Depletion,Sharpchin rockfish,2013,0
2005,0.525173,Depletion,Sharpchin rockfish,2013,0
2006,0.547294,Depletion,Sharpchin rockfish,2013,0
2007,0.566976,Depletion,Sharpchin rockfish,2013,0
2008,0.5900225,Depletion,Sharpchin rockfish,2013,0
2009,0.608897,Depletion,Sharpchin rockfish,2013,0
2010,0.629191,Depletion,Sharpchin rockfish,2013,0
2011,0.647373,Depletion,Sharpchin rockfish,2013,0
2012,0.664961,Depletion,Sharpchin rockfish,2013,0
2013,0.680104,Depletion,Sharpchin rockfish,2013,0
1892,1,Depletion,Yellowtail rockfish,2013,0
1893,0.999986,Depletion,Yellowtail rockfish,2013,0
1894,0.999973,Depletion,Yellowtail rockfish,2013,0
1895,0.999961,Depletion,Yellowtail rockfish,2013,0
1896,0.99996,Depletion,Yellowtail rockfish,2013,0
1897,0.999961,Depletion,Yellowtail rockfish,2013,0
1898,0.999963,Depletion,Yellowtail rockfish,2013,0
1899,0.999965,Depletion,Yellowtail rockfish,2013,0
1900,0.999966,Depletion,Yellowtail rockfish,2013,0
1901,0.999968,Depletion,Yellowtail rockfish,2013,0
1902,0.999969,Depletion,Yellowtail rockfish,2013,0
1903,0.999969,Depletion,Yellowtail rockfish,2013,0
1904,0.999969,Depletion,Yellowtail rockfish,2013,0
1905,0.999969,Depletion,Yellowtail rockfish,2013,0
1906,0.999968,Depletion,Yellowtail rockfish,2013,0
1907,0.999967,Depletion,Yellowtail rockfish,2013,0
1908,0.999966,Depletion,Yellowtail rockfish,2013,0
1909,0.999964,Depletion,Yellowtail rockfish,2013,0
1910,0.999962,Depletion,Yellowtail rockfish,2013,0
1911,0.99996,Depletion,Yellowtail rockfish,2013,0
1912,0.999958,Depletion,Yellowtail rockfish,2013,0
1913,0.999956,Depletion,Yellowtail rockfish,2013,0
1914,0.999953,Depletion,Yellowtail rockfish,2013,0
1915,0.99995,Depletion,Yellowtail rockfish,2013,0
1916,0.999947,Depletion,Yellowtail rockfish,2013,0
1917,0.999931,Depletion,Yellowtail rockfish,2013,0
1918,0.999904,Depletion,Yellowtail rockfish,2013,0
1919,0.999846,Depletion,Yellowtail rockfish,2013,0
1920,0.999833,Depletion,Yellowtail rockfish,2013,0
1921,0.999817,Depletion,Yellowtail rockfish,2013,0
1922,0.999793,Depletion,Yellowtail rockfish,2013,0
1923,0.999777,Depletion,Yellowtail rockfish,2013,0
1924,0.999776,Depletion,Yellowtail rockfish,2013,0
1925,0.999763,Depletion,Yellowtail rockfish,2013,0
1926,0.999711,Depletion,Yellowtail rockfish,2013,0
1927,0.999662,Depletion,Yellowtail rockfish,2013,0
1928,0.999564,Depletion,Yellowtail rockfish,2013,0
1929,0.99948,Depletion,Yellowtail rockfish,2013,0
1930,0.999348,Depletion,Yellowtail rockfish,2013,0
1931,0.999155,Depletion,Yellowtail rockfish,2013,0
1932,0.998943,Depletion,Yellowtail rockfish,2013,0
1933,0.99883,Depletion,Yellowtail rockfish,2013,0
1934,0.998737,Depletion,Yellowtail rockfish,2013,0
1935,0.99867,Depletion,Yellowtail rockfish,2013,0
1936,0.998539,Depletion,Yellowtail rockfish,2013,0
1937,0.998381,Depletion,Yellowtail rockfish,2013,0
1938,0.998182,Depletion,Yellowtail rockfish,2013,0
1939,0.997951,Depletion,Yellowtail rockfish,2013,0
1940,0.997688,Depletion,Yellowtail rockfish,2013,0
1941,0.996953,Depletion,Yellowtail rockfish,2013,0
1942,0.995956,Depletion,Yellowtail rockfish,2013,0
1943,0.994074,Depletion,Yellowtail rockfish,2013,0
1944,0.987463,Depletion,Yellowtail rockfish,2013,0
1945,0.976003,Depletion,Yellowtail rockfish,2013,0
1946,0.955992,Depletion,Yellowtail rockfish,2013,0
1947,0.944613,Depletion,Yellowtail rockfish,2013,0
1948,0.940218,Depletion,Yellowtail rockfish,2013,0
1949,0.936908,Depletion,Yellowtail rockfish,2013,0
1950,0.934793,Depletion,Yellowtail rockfish,2013,0
1951,0.932739,Depletion,Yellowtail rockfish,2013,0
1952,0.931818,Depletion,Yellowtail rockfish,2013,0
1953,0.93015,Depletion,Yellowtail rockfish,2013,0
1954,0.929699,Depletion,Yellowtail rockfish,2013,0
1955,0.92704,Depletion,Yellowtail rockfish,2013,0
1956,0.925655,Depletion,Yellowtail rockfish,2013,0
1957,0.921132,Depletion,Yellowtail rockfish,2013,0
1958,0.916073,Depletion,Yellowtail rockfish,2013,0
1959,0.912478,Depletion,Yellowtail rockfish,2013,0
1960,0.908147,Depletion,Yellowtail rockfish,2013,0
1961,0.901625,Depletion,Yellowtail rockfish,2013,0
1962,0.895656,Depletion,Yellowtail rockfish,2013,0
1963,0.886787,Depletion,Yellowtail rockfish,2013,0
1964,0.882034,Depletion,Yellowtail rockfish,2013,0
1965,0.879355,Depletion,Yellowtail rockfish,2013,0
1966,0.878095,Depletion,Yellowtail rockfish,2013,0
1967,0.854325,Depletion,Yellowtail rockfish,2013,0
1968,0.844257,Depletion,Yellowtail rockfish,2013,0
1969,0.832962,Depletion,Yellowtail rockfish,2013,0
1970,0.81925,Depletion,Yellowtail rockfish,2013,0
1971,0.816645,Depletion,Yellowtail rockfish,2013,0
1972,0.818119,Depletion,Yellowtail rockfish,2013,0
1973,0.814233,Depletion,Yellowtail rockfish,2013,0
1974,0.811843,Depletion,Yellowtail rockfish,2013,0
1975,0.813638,Depletion,Yellowtail rockfish,2013,0
1976,0.817329,Depletion,Yellowtail rockfish,2013,0
1977,0.801852,Depletion,Yellowtail rockfish,2013,0
1978,0.782062,Depletion,Yellowtail rockfish,2013,0
1979,0.741718,Depletion,Yellowtail rockfish,2013,0
1980,0.70515,Depletion,Yellowtail rockfish,2013,0
1981,0.672897,Depletion,Yellowtail rockfish,2013,0
1982,0.633511,Depletion,Yellowtail rockfish,2013,0
1983,0.592618,Depletion,Yellowtail rockfish,2013,0
1984,0.559786,Depletion,Yellowtail rockfish,2013,0
1985,0.550956,Depletion,Yellowtail rockfish,2013,0
1986,0.554084,Depletion,Yellowtail rockfish,2013,0
1987,0.547586,Depletion,Yellowtail rockfish,2013,0
1988,0.541598,Depletion,Yellowtail rockfish,2013,0
1989,0.525587,Depletion,Yellowtail rockfish,2013,0
1990,0.514914,Depletion,Yellowtail rockfish,2013,0
1991,0.511354,Depletion,Yellowtail rockfish,2013,0
1992,0.508725,Depletion,Yellowtail rockfish,2013,0
1993,0.481934,Depletion,Yellowtail rockfish,2013,0
1994,0.462809,Depletion,Yellowtail rockfish,2013,0
1995,0.445279,Depletion,Yellowtail rockfish,2013,0
1996,0.432671,Depletion,Yellowtail rockfish,2013,0
1997,0.410383,Depletion,Yellowtail rockfish,2013,0
1998,0.423569,Depletion,Yellowtail rockfish,2013,0
1999,0.430821,Depletion,Yellowtail rockfish,2013,0
2000,0.4325,Depletion,Yellowtail rockfish,2013,0
2001,0.431586,Depletion,Yellowtail rockfish,2013,0
2002,0.44584,Depletion,Yellowtail rockfish,2013,0
2003,0.461012,Depletion,Yellowtail rockfish,2013,0
2004,0.485391,Depletion,Yellowtail rockfish,2013,0
2005,0.507054,Depletion,Yellowtail rockfish,2013,0
2006,0.531387,Depletion,Yellowtail rockfish,2013,0
2007,0.555725,Depletion,Yellowtail rockfish,2013,0
2008,0.581913,Depletion,Yellowtail rockfish,2013,0
2009,0.604079,Depletion,Yellowtail rockfish,2013,0
2010,0.624372,Depletion,Yellowtail rockfish,2013,0
2011,0.642753,Depletion,Yellowtail rockfish,2013,0
2012,0.655462,Depletion,Yellowtail rockfish,2013,0
2013,0.667148,Depletion,Yellowtail rockfish,2013,0
1892,1,Depletion,Canary rockfish,2015,0
1893,0.999918,Depletion,Canary rockfish,2015,0
1894,0.999838,Depletion,Canary rockfish,2015,0
1895,0.999758,Depletion,Canary rockfish,2015,0
1896,0.999741,Depletion,Canary rockfish,2015,0
1897,0.999741,Depletion,Canary rockfish,2015,0
1898,0.999744,Depletion,Canary rockfish,2015,0
1899,0.999751,Depletion,Canary rockfish,2015,0
1900,0.999757,Depletion,Canary rockfish,2015,0
1901,0.999762,Depletion,Canary rockfish,2015,0
1902,0.999767,Depletion,Canary rockfish,2015,0
1903,0.999769,Depletion,Canary rockfish,2015,0
1904,0.99977,Depletion,Canary rockfish,2015,0
1905,0.999768,Depletion,Canary rockfish,2015,0
1906,0.999764,Depletion,Canary rockfish,2015,0
1907,0.999759,Depletion,Canary rockfish,2015,0
1908,0.999751,Depletion,Canary rockfish,2015,0
1909,0.999742,Depletion,Canary rockfish,2015,0
1910,0.99973,Depletion,Canary rockfish,2015,0
1911,0.999717,Depletion,Canary rockfish,2015,0
1912,0.999702,Depletion,Canary rockfish,2015,0
1913,0.999686,Depletion,Canary rockfish,2015,0
1914,0.999669,Depletion,Canary rockfish,2015,0
1915,0.999649,Depletion,Canary rockfish,2015,0
1916,0.999629,Depletion,Canary rockfish,2015,0
1917,0.998567,Depletion,Canary rockfish,2015,0
1918,0.996908,Depletion,Canary rockfish,2015,0
1919,0.995222,Depletion,Canary rockfish,2015,0
1920,0.994234,Depletion,Canary rockfish,2015,0
1921,0.99324,Depletion,Canary rockfish,2015,0
1922,0.992466,Depletion,Canary rockfish,2015,0
1923,0.991831,Depletion,Canary rockfish,2015,0
1924,0.991067,Depletion,Canary rockfish,2015,0
1925,0.990306,Depletion,Canary rockfish,2015,0
1926,0.989412,Depletion,Canary rockfish,2015,0
1927,0.988121,Depletion,Canary rockfish,2015,0
1928,0.987068,Depletion,Canary rockfish,2015,0
1929,0.986065,Depletion,Canary rockfish,2015,0
1930,0.984903,Depletion,Canary rockfish,2015,0
1931,0.983652,Depletion,Canary rockfish,2015,0
1932,0.982172,Depletion,Canary rockfish,2015,0
1933,0.981349,Depletion,Canary rockfish,2015,0
1934,0.980721,Depletion,Canary rockfish,2015,0
1935,0.980155,Depletion,Canary rockfish,2015,0
1936,0.979343,Depletion,Canary rockfish,2015,0
1937,0.978882,Depletion,Canary rockfish,2015,0
1938,0.978253,Depletion,Canary rockfish,2015,0
1939,0.977461,Depletion,Canary rockfish,2015,0
1940,0.975922,Depletion,Canary rockfish,2015,0
1941,0.972249,Depletion,Canary rockfish,2015,0
1942,0.966772,Depletion,Canary rockfish,2015,0
1943,0.958081,Depletion,Canary rockfish,2015,0
1944,0.935775,Depletion,Canary rockfish,2015,0
1945,0.902417,Depletion,Canary rockfish,2015,0
1946,0.839138,Depletion,Canary rockfish,2015,0
1947,0.797967,Depletion,Canary rockfish,2015,0
1948,0.775986,Depletion,Canary rockfish,2015,0
1949,0.756196,Depletion,Canary rockfish,2015,0
1950,0.738689,Depletion,Canary rockfish,2015,0
1951,0.722186,Depletion,Canary rockfish,2015,0
1952,0.708121,Depletion,Canary rockfish,2015,0
1953,0.695747,Depletion,Canary rockfish,2015,0
1954,0.68662,Depletion,Canary rockfish,2015,0
1955,0.674858,Depletion,Canary rockfish,2015,0
1956,0.663401,Depletion,Canary rockfish,2015,0
1957,0.64679,Depletion,Canary rockfish,2015,0
1958,0.629969,Depletion,Canary rockfish,2015,0
1959,0.617457,Depletion,Canary rockfish,2015,0
1960,0.60447,Depletion,Canary rockfish,2015,0
1961,0.590108,Depletion,Canary rockfish,2015,0
1962,0.577608,Depletion,Canary rockfish,2015,0
1963,0.561935,Depletion,Canary rockfish,2015,0
1964,0.55524,Depletion,Canary rockfish,2015,0
1965,0.54681,Depletion,Canary rockfish,2015,0
1966,0.539019,Depletion,Canary rockfish,2015,0
1967,0.50795,Depletion,Canary rockfish,2015,0
1968,0.507411,Depletion,Canary rockfish,2015,0
1969,0.498542,Depletion,Canary rockfish,2015,0
1970,0.511823,Depletion,Canary rockfish,2015,0
1971,0.523872,Depletion,Canary rockfish,2015,0
1972,0.529553,Depletion,Canary rockfish,2015,0
1973,0.535102,Depletion,Canary rockfish,2015,0
1974,0.52665,Depletion,Canary rockfish,2015,0
1975,0.526849,Depletion,Canary rockfish,2015,0
1976,0.534468,Depletion,Canary rockfish,2015,0
1977,0.54766,Depletion,Canary rockfish,2015,0
1978,0.556455,Depletion,Canary rockfish,2015,0
1979,0.522059,Depletion,Canary rockfish,2015,0
1980,0.506434,Depletion,Canary rockfish,2015,0
1981,0.464252,Depletion,Canary rockfish,2015,0
1982,0.438953,Depletion,Canary rockfish,2015,0
1983,0.382457,Depletion,Canary rockfish,2015,0
1984,0.330087,Depletion,Canary rockfish,2015,0
1985,0.317354,Depletion,Canary rockfish,2015,0
1986,0.304452,Depletion,Canary rockfish,2015,0
1987,0.300867,Depletion,Canary rockfish,2015,0
1988,0.287766,Depletion,Canary rockfish,2015,0
1989,0.272713,Depletion,Canary rockfish,2015,0
1990,0.248332,Depletion,Canary rockfish,2015,0
1991,0.22936,Depletion,Canary rockfish,2015,0
1992,0.202886,Depletion,Canary rockfish,2015,0
1993,0.1821,Depletion,Canary rockfish,2015,0
1994,0.171874,Depletion,Canary rockfish,2015,0
1995,0.179142,Depletion,Canary rockfish,2015,0
1996,0.189524,Depletion,Canary rockfish,2015,0
1997,0.196166,Depletion,Canary rockfish,2015,0
1998,0.205052,Depletion,Canary rockfish,2015,0
1999,0.21262,Depletion,Canary rockfish,2015,0
2000,0.228331,Depletion,Canary rockfish,2015,0
2001,0.254209,Depletion,Canary rockfish,2015,0
2002,0.281646,Depletion,Canary rockfish,2015,0
2003,0.310485,Depletion,Canary rockfish,2015,0
2004,0.3403,Depletion,Canary rockfish,2015,0
2005,0.369672,Depletion,Canary rockfish,2015,0
2006,0.397125,Depletion,Canary rockfish,2015,0
2007,0.422041,Depletion,Canary rockfish,2015,0
2008,0.444792,Depletion,Canary rockfish,2015,0
2009,0.466371,Depletion,Canary rockfish,2015,0
2010,0.487217,Depletion,Canary rockfish,2015,0
2011,0.506749,Depletion,Canary rockfish,2015,0
2012,0.52317,Depletion,Canary rockfish,2015,0
2013,0.536282,Depletion,Canary rockfish,2015,0
2014,0.546397,Depletion,Canary rockfish,2015,0
2015,0.554849,Depletion,Canary rockfish,2015,0
1940,1,Depletion,Black rockfish WA,2015,0
1941,0.995518,Depletion,Black rockfish WA,2015,0
1942,0.986253,Depletion,Black rockfish WA,2015,0
1943,0.969107,Depletion,Black rockfish WA,2015,0
1944,0.91576,Depletion,Black rockfish WA,2015,0
1945,0.838462,Depletion,Black rockfish WA,2015,0
1946,0.725533,Depletion,Black rockfish WA,2015,0
1947,0.679103,Depletion,Black rockfish WA,2015,0
1948,0.650008,Depletion,Black rockfish WA,2015,0
1949,0.642262,Depletion,Black rockfish WA,2015,0
1950,0.626836,Depletion,Black rockfish WA,2015,0
1951,0.62532,Depletion,Black rockfish WA,2015,0
1952,0.630598,Depletion,Black rockfish WA,2015,0
1953,0.627863,Depletion,Black rockfish WA,2015,0
1954,0.633204,Depletion,Black rockfish WA,2015,0
