NPGO index monthly averages
"Year","Month","ISOtime","NPGO"
"","","UTC",""
2014,10,2014-10-01T00:00:00-00:00,0.42525704
2014,11,2014-11-01T00:00:00-00:00,0.31181371
2014,12,2014-12-01T00:00:00-00:00,-0.35483813
2015,01,2015-01-01T00:00:00-00:00,-0.55025703
2015,02,2015-02-01T00:00:00-00:00,-1.2726712
2015,03,2015-03-01T00:00:00-00:00,-1.3949461
2015,04,2015-04-01T00:00:00-00:00,-1.3779456
2015,05,2015-05-01T00:00:00-00:00,-0.71954145
2015,06,2015-06-01T00:00:00-00:00,-1.2491977
2015,07,2015-07-01T00:00:00-00:00,-1.4735073
2015,08,2015-08-01T00:00:00-00:00,-1.9276433
2015,09,2015-09-01T00:00:00-00:00,-2.10385
2015,10,2015-10-01T00:00:00-00:00,-1.3062118
2015,11,2015-11-01T00:00:00-00:00,-2.2533168
2015,12,2015-12-01T00:00:00-00:00,-1.1054027
2016,01,2016-01-01T00:00:00-00:00,0.93888757
2016,02,2016-02-01T00:00:00-00:00,0.22969097
2016,03,2016-03-01T00:00:00-00:00,0.47342201
2016,04,2016-04-01T00:00:00-00:00,-0.39984827
2016,05,2016-05-01T00:00:00-00:00,-0.68192827
2016,06,2016-06-01T00:00:00-00:00,-0.95777129
2016,07,2016-07-01T00:00:00-00:00,-0.48643932
2016,08,2016-08-01T00:00:00-00:00,-0.54363312
2016,09,2016-09-01T00:00:00-00:00,-0.77327726
2016,10,2016-10-01T00:00:00-00:00,0.3527754
2016,11,2016-11-01T00:00:00-00:00,1.1604373
2016,12,2016-12-01T00:00:00-00:00,-1.540838
2017,01,2017-01-01T00:00:00-00:00,-0.26638853
2017,02,2017-02-01T00:00:00-00:00,-0.67060799
2017,03,2017-03-01T00:00:00-00:00,-0.89422474
2017,04,2017-04-01T00:00:00-00:00,-0.11263396
2017,05,2017-05-01T00:00:00-00:00,-0.45770927
2017,06,2017-06-01T00:00:00-00:00,-0.2945526
2017,07,2017-07-01T00:00:00-00:00,-0.44498774
2017,08,2017-08-01T00:00:00-00:00,-0.53107789
2017,09,2017-09-01T00:00:00-00:00,-0.5257936
2017,10,2017-10-01T00:00:00-00:00,-1.4104447
2017,11,2017-11-01T00:00:00-00:00,-2.0575759
2017,12,2017-12-01T00:00:00-00:00,-2.6851348
2018,01,2018-01-01T00:00:00-00:00,-1.4850568
2018,02,2018-02-01T00:00:00-00:00,-2.2327564
2018,03,2018-03-01T00:00:00-00:00,-2.0429687
2018,04,2018-04-01T00:00:00-00:00,-2.0587792
2018,05,2018-05-01T00:00:00-00:00,-1.9215388
2018,06,2018-06-01T00:00:00-00:00,-1.934415
2018,07,2018-07-01T00:00:00-00:00,-1.5719998
2018,08,2018-08-01T00:00:00-00:00,-2.1246452
2018,09,2018-09-01T00:00:00-00:00,-2.3284792
2018,10,2018-10-01T00:00:00-00:00,-2.3381128
2018,11,2018-11-01T00:00:00-00:00,-1.7539675
2018,12,2018-12-01T00:00:00-00:00,-1.0830255
2019,01,2019-01-01T00:00:00-00:00,-0.85762294
2019,02,2019-02-01T00:00:00-00:00,-2.5719899
2019,03,2019-03-01T00:00:00-00:00,-1.9929292
2019,04,2019-04-01T00:00:00-00:00,-2.1538644
2019,05,2019-05-01T00:00:00-00:00,-2.1198764
2019,06,2019-06-01T00:00:00-00:00,-1.9872847
2019,07,2019-07-01T00:00:00-00:00,-2.2190509
2019,08,2019-08-01T00:00:00-00:00,-1.9868903
2019,09,2019-09-01T00:00:00-00:00,-2.5294832
2019,10,2019-10-01T00:00:00-00:00,-2.6746197
2019,11,2019-11-01T00:00:00-00:00,-3.6465155
2019,12,2019-12-01T00:00:00-00:00,-2.9323804
2020,01,2020-01-01T00:00:00-00:00,-1.7093386
2020,02,2020-02-01T00:00:00-00:00,-2.041406
2020,03,2020-03-01T00:00:00-00:00,-1.765718
2020,04,2020-04-01T00:00:00-00:00,-1.8853591
2020,05,2020-05-01T00:00:00-00:00,-1.049839
2020,06,2020-06-01T00:00:00-00:00,-1.4469474
2020,07,2020-07-01T00:00:00-00:00,-1.2455985
