<html>
"Year","Month","ISOtime","MEI"
"","","UTC","stdev/1000"
2004,12,2004-12-01T00:00:00-00:00,.684
2005,01,2005-01-01T00:00:00-00:00,.325
2005,02,2005-02-01T00:00:00-00:00,.816
2005,03,2005-03-01T00:00:00-00:00,1.057
2005,04,2005-04-01T00:00:00-00:00,.626
2005,05,2005-05-01T00:00:00-00:00,.885
2005,06,2005-06-01T00:00:00-00:00,.589
2005,07,2005-07-01T00:00:00-00:00,.519
2005,08,2005-08-01T00:00:00-00:00,.343
2005,09,2005-09-01T00:00:00-00:00,.296
2005,10,2005-10-01T00:00:00-00:00,-.179
2005,11,2005-11-01T00:00:00-00:00,-.385
2005,12,2005-12-01T00:00:00-00:00,-.55
2006,01,2006-01-01T00:00:00-00:00,-.428
2006,02,2006-02-01T00:00:00-00:00,-.414
2006,03,2006-03-01T00:00:00-00:00,-.521
2006,04,2006-04-01T00:00:00-00:00,-.571
2006,05,2006-05-01T00:00:00-00:00,.045
2006,06,2006-06-01T00:00:00-00:00,.526
2006,07,2006-07-01T00:00:00-00:00,.716
2006,08,2006-08-01T00:00:00-00:00,.748
2006,09,2006-09-01T00:00:00-00:00,.8
2006,10,2006-10-01T00:00:00-00:00,.939
2006,11,2006-11-01T00:00:00-00:00,1.272
2006,12,2006-12-01T00:00:00-00:00,.965
2007,01,2007-01-01T00:00:00-00:00,.985
2007,02,2007-02-01T00:00:00-00:00,.537
2007,03,2007-03-01T00:00:00-00:00,.125
2007,04,2007-04-01T00:00:00-00:00,.026
2007,05,2007-05-01T00:00:00-00:00,.348
2007,06,2007-06-01T00:00:00-00:00,-.155
2007,07,2007-07-01T00:00:00-00:00,-.248
2007,08,2007-08-01T00:00:00-00:00,-.442
2007,09,2007-09-01T00:00:00-00:00,-1.197
2007,10,2007-10-01T00:00:00-00:00,-1.217
2007,11,2007-11-01T00:00:00-00:00,-1.155
2007,12,2007-12-01T00:00:00-00:00,-1.178
2008,01,2008-01-01T00:00:00-00:00,-1.006
2008,02,2008-02-01T00:00:00-00:00,-1.371
2008,03,2008-03-01T00:00:00-00:00,-1.552
2008,04,2008-04-01T00:00:00-00:00,-.858
2008,05,2008-05-01T00:00:00-00:00,-.345
2008,06,2008-06-01T00:00:00-00:00,.142
2008,07,2008-07-01T00:00:00-00:00,.088
2008,08,2008-08-01T00:00:00-00:00,-.269
2008,09,2008-09-01T00:00:00-00:00,-.58
2008,10,2008-10-01T00:00:00-00:00,-.699
2008,11,2008-11-01T00:00:00-00:00,-.588
2008,12,2008-12-01T00:00:00-00:00,-.646
2009,01,2009-01-01T00:00:00-00:00,-.714
2009,02,2009-02-01T00:00:00-00:00,-.69
2009,03,2009-03-01T00:00:00-00:00,-.705
2009,04,2009-04-01T00:00:00-00:00,-.106
2009,05,2009-05-01T00:00:00-00:00,.326
2009,06,2009-06-01T00:00:00-00:00,.751
2009,07,2009-07-01T00:00:00-00:00,1.06
2009,08,2009-08-01T00:00:00-00:00,1.05
2009,09,2009-09-01T00:00:00-00:00,.707
2009,10,2009-10-01T00:00:00-00:00,.883
2009,11,2009-11-01T00:00:00-00:00,1.107
2009,12,2009-12-01T00:00:00-00:00,1.059
2010,01,2010-01-01T00:00:00-00:00,1.066
2010,02,2010-02-01T00:00:00-00:00,1.526
2010,03,2010-03-01T00:00:00-00:00,1.462
2010,04,2010-04-01T00:00:00-00:00,.978
2010,05,2010-05-01T00:00:00-00:00,.658
2010,06,2010-06-01T00:00:00-00:00,-.228
2010,07,2010-07-01T00:00:00-00:00,-1.103
2010,08,2010-08-01T00:00:00-00:00,-1.671
2010,09,2010-09-01T00:00:00-00:00,-1.879
2010,10,2010-10-01T00:00:00-00:00,-1.892
2010,11,2010-11-01T00:00:00-00:00,-1.477
2010,12,2010-12-01T00:00:00-00:00,-1.558
2011,01,2011-01-01T00:00:00-00:00,-1.719
2011,02,2011-02-01T00:00:00-00:00,-1.544
2011,03,2011-03-01T00:00:00-00:00,-1.554
2011,04,2011-04-01T00:00:00-00:00,-1.387
2011,05,2011-05-01T00:00:00-00:00,-.199
2011,06,2011-06-01T00:00:00-00:00,-.003
2011,07,2011-07-01T00:00:00-00:00,-.193
2011,08,2011-08-01T00:00:00-00:00,-.517
2011,09,2011-09-01T00:00:00-00:00,-.778
2011,10,2011-10-01T00:00:00-00:00,-.939
2011,11,2011-11-01T00:00:00-00:00,-.938
2011,12,2011-12-01T00:00:00-00:00,-.945
2012,01,2012-01-01T00:00:00-00:00,-.98
2012,02,2012-02-01T00:00:00-00:00,-.675
2012,03,2012-03-01T00:00:00-00:00,-.382
2012,04,2012-04-01T00:00:00-00:00,.11
2012,05,2012-05-01T00:00:00-00:00,.757
2012,06,2012-06-01T00:00:00-00:00,.842
2012,07,2012-07-01T00:00:00-00:00,1.126
2012,08,2012-08-01T00:00:00-00:00,.607
2012,09,2012-09-01T00:00:00-00:00,.316
2012,10,2012-10-01T00:00:00-00:00,.069
2012,11,2012-11-01T00:00:00-00:00,.127
2012,12,2012-12-01T00:00:00-00:00,.111
2013,01,2013-01-01T00:00:00-00:00,.103
2013,02,2013-02-01T00:00:00-00:00,-.068
2013,03,2013-03-01T00:00:00-00:00,-.026
2013,04,2013-04-01T00:00:00-00:00,.09
2013,05,2013-05-01T00:00:00-00:00,.205
2013,06,2013-06-01T00:00:00-00:00,-.094
2013,07,2013-07-01T00:00:00-00:00,-.314
2013,08,2013-08-01T00:00:00-00:00,-.481
2013,09,2013-09-01T00:00:00-00:00,-.155
2013,10,2013-10-01T00:00:00-00:00,.115
2013,11,2013-11-01T00:00:00-00:00,-.053
2013,12,2013-12-01T00:00:00-00:00,-.234
2014,01,2014-01-01T00:00:00-00:00,-.27
2014,02,2014-02-01T00:00:00-00:00,-.259
2014,03,2014-03-01T00:00:00-00:00,.018
2014,04,2014-04-01T00:00:00-00:00,.295
2014,05,2014-05-01T00:00:00-00:00,1.001
2014,06,2014-06-01T00:00:00-00:00,1.046
2014,07,2014-07-01T00:00:00-00:00,.915
2014,08,2014-08-01T00:00:00-00:00,.937
2014,09,2014-09-01T00:00:00-00:00,.557
2014,10,2014-10-01T00:00:00-00:00,.421
2014,11,2014-11-01T00:00:00-00:00,.754
2014,12,2014-12-01T00:00:00-00:00,.566
2015,01,2015-01-01T00:00:00-00:00,.417
2015,02,2015-02-01T00:00:00-00:00,.464
2015,03,2015-03-01T00:00:00-00:00,.614
2015,04,2015-04-01T00:00:00-00:00,.916
2015,05,2015-05-01T00:00:00-00:00,1.583
2015,06,2015-06-01T00:00:00-00:00,2.097
2015,07,2015-07-01T00:00:00-00:00,1.981
2015,08,2015-08-01T00:00:00-00:00,2.334
2015,09,2015-09-01T00:00:00-00:00,2.479
2015,10,2015-10-01T00:00:00-00:00,2.201
2015,11,2015-11-01T00:00:00-00:00,2.271
2015,12,2015-12-01T00:00:00-00:00,2.12
2016,01,2016-01-01T00:00:00-00:00,2.216
2016,02,2016-02-01T00:00:00-00:00,2.17
2016,03,2016-03-01T00:00:00-00:00,1.963
2016,04,2016-04-01T00:00:00-00:00,2.094
2016,05,2016-05-01T00:00:00-00:00,1.752
2016,06,2016-06-01T00:00:00-00:00,1.053
2016,07,2016-07-01T00:00:00-00:00,.352
2016,08,2016-08-01T00:00:00-00:00,.167
2016,09,2016-09-01T00:00:00-00:00,-.118
2016,10,2016-10-01T00:00:00-00:00,-.385
2016,11,2016-11-01T00:00:00-00:00,-.209
2016,12,2016-12-01T00:00:00-00:00,-.11
2017,01,2017-01-01T00:00:00-00:00,-.052
2017,02,2017-02-01T00:00:00-00:00,-.043
2017,03,2017-03-01T00:00:00-00:00,-.08
2017,04,2017-04-01T00:00:00-00:00,.744
2017,05,2017-05-01T00:00:00-00:00,1.445
2017,06,2017-06-01T00:00:00-00:00,1.039
2017,07,2017-07-01T00:00:00-00:00,.456
2017,08,2017-08-01T00:00:00-00:00,.009
2017,09,2017-09-01T00:00:00-00:00,-.478
2017,10,2017-10-01T00:00:00-00:00,-.568
2017,11,2017-11-01T00:00:00-00:00,-.285
2017,12,2017-12-01T00:00:00-00:00,-.576
2018,01,2018-01-01T00:00:00-00:00,-.623
2018,02,2018-02-01T00:00:00-00:00,-.731
2018,03,2018-03-01T00:00:00-00:00,-.502
2018,04,2018-04-01T00:00:00-00:00,-.432
2018,05,2018-05-01T00:00:00-00:00,.465
2018,06,2018-06-01T00:00:00-00:00,.469
2018,07,2018-07-01T00:00:00-00:00,.076
2018,08,2018-08-01T00:00:00-00:00,.132
2018,09,2018-09-01T00:00:00-00:00,.509
2018,10,2018-10-01T00:00:00-00:00,.468
2018,11,2018-11-01T00:00:00-00:00,.698
