time,index,timeseries
2000-01-16T12:00:00Z,0.929,NOI
2000-02-15T12:00:00Z,-4.992,NOI
2000-03-16T12:00:00Z,3.324,NOI
2000-04-16T00:00:00Z,-0.614,NOI
2000-05-16T12:00:00Z,-0.812,NOI
2000-06-16T00:00:00Z,-1.944,NOI
2000-07-16T12:00:00Z,1.526,NOI
2000-08-16T12:00:00Z,0.997,NOI
2000-09-16T00:00:00Z,-0.59,NOI
2000-10-16T12:00:00Z,1.53,NOI
2000-11-16T00:00:00Z,4.215,NOI
2000-12-16T12:00:00Z,1.912,NOI
2001-01-16T12:00:00Z,1.31,NOI
2001-02-15T00:00:00Z,2.012,NOI
2001-03-16T12:00:00Z,0.852,NOI
2001-04-16T00:00:00Z,2.209,NOI
2001-05-16T12:00:00Z,-0.607,NOI
2001-06-16T00:00:00Z,1.43,NOI
2001-07-16T12:00:00Z,0.528,NOI
2001-08-16T12:00:00Z,-0.027,NOI
2001-09-16T00:00:00Z,-0.81,NOI
2001-10-16T12:00:00Z,0.735,NOI
2001-11-16T00:00:00Z,-2.977,NOI
2001-12-16T12:00:00Z,-0.805,NOI
2002-01-16T12:00:00Z,2.848,NOI
2002-02-15T00:00:00Z,2.942,NOI
2002-03-16T12:00:00Z,1.664,NOI
2002-04-16T00:00:00Z,0.226,NOI
2002-05-16T12:00:00Z,-0.127,NOI
2002-06-16T00:00:00Z,0.495,NOI
2002-07-16T12:00:00Z,-1.938,NOI
2002-08-16T12:00:00Z,-0.31,NOI
2002-09-16T00:00:00Z,-2.718,NOI
2002-10-16T12:00:00Z,-0.016,NOI
2002-11-16T00:00:00Z,-1.922,NOI
2002-12-16T12:00:00Z,-5.861,NOI
2003-01-16T12:00:00Z,-2.517,NOI
2003-02-15T00:00:00Z,-0.073,NOI
2003-03-16T12:00:00Z,-0.57,NOI
2003-04-16T00:00:00Z,-2.628,NOI
2003-05-16T12:00:00Z,-0.762,NOI
2003-06-16T00:00:00Z,-2.216,NOI
2003-07-16T12:00:00Z,0.286,NOI
2003-08-16T12:00:00Z,0.091,NOI
2003-09-16T00:00:00Z,-1.554,NOI
2003-10-16T12:00:00Z,0.415,NOI
2003-11-16T00:00:00Z,-0.763,NOI
2003-12-16T12:00:00Z,-1.635,NOI
2004-01-16T12:00:00Z,-0.554,NOI
2004-02-15T12:00:00Z,-0.219,NOI
2004-03-16T12:00:00Z,5.006,NOI
2004-04-16T00:00:00Z,0.078,NOI
2004-05-16T12:00:00Z,1.529,NOI
2004-06-16T00:00:00Z,0.547,NOI
2004-07-16T12:00:00Z,-1.063,NOI
2004-08-16T12:00:00Z,-0.765,NOI
2004-09-16T00:00:00Z,0.674,NOI
2004-10-16T12:00:00Z,-2.109,NOI
2004-11-16T00:00:00Z,4.444,NOI
2004-12-16T12:00:00Z,0.037,NOI
2005-01-16T12:00:00Z,-2.242,NOI
2005-02-15T00:00:00Z,-5.398,NOI
2005-03-16T12:00:00Z,-0.003,NOI
2005-04-16T00:00:00Z,0.287,NOI
2005-05-16T12:00:00Z,-2.468,NOI
2005-06-16T00:00:00Z,1.027,NOI
2005-07-16T12:00:00Z,-0.195,NOI
2005-08-16T12:00:00Z,-0.756,NOI
2005-09-16T00:00:00Z,3.341,NOI
2005-10-16T12:00:00Z,2.172,NOI
2005-11-16T00:00:00Z,3.332,NOI
2005-12-16T12:00:00Z,-1.886,NOI
2006-01-16T12:00:00Z,4.121,NOI
2006-02-15T00:00:00Z,2.257,NOI
2006-03-16T12:00:00Z,-0.108,NOI
2006-04-16T00:00:00Z,-0.886,NOI
2006-05-16T12:00:00Z,-0.66,NOI
2006-06-16T00:00:00Z,-0.154,NOI
2006-07-16T12:00:00Z,-0.913,NOI
2006-08-16T12:00:00Z,-0.472,NOI
2006-09-16T00:00:00Z,0.579,NOI
2006-10-16T12:00:00Z,-1.142,NOI
2006-11-16T00:00:00Z,0.905,NOI
2006-12-16T12:00:00Z,2.745,NOI
2007-01-16T12:00:00Z,8.058,NOI
2007-02-15T00:00:00Z,2.207,NOI
2007-03-16T12:00:00Z,5.106,NOI
2007-04-16T00:00:00Z,1.956,NOI
2007-05-16T12:00:00Z,2.032,NOI
2007-06-16T00:00:00Z,3.25,NOI
2007-07-16T12:00:00Z,-1.612,NOI
2007-08-16T12:00:00Z,-1.554,NOI
2007-09-16T00:00:00Z,1.379,NOI
2007-10-16T12:00:00Z,2.134,NOI
2007-11-16T00:00:00Z,3.971,NOI
2007-12-16T12:00:00Z,7.032,NOI
2008-01-16T12:00:00Z,1.343,NOI
2008-02-15T12:00:00Z,5.692,NOI
2008-03-16T12:00:00Z,8.118,NOI
2008-04-16T00:00:00Z,4.419,NOI
2008-05-16T12:00:00Z,0.569,NOI
2008-06-16T00:00:00Z,1.47,NOI
2008-07-16T12:00:00Z,-1.584,NOI
2008-08-16T12:00:00Z,-1.437,NOI
2008-09-16T00:00:00Z,-0.095,NOI
2008-10-16T12:00:00Z,2.203,NOI
2008-11-16T00:00:00Z,2.515,NOI
2008-12-16T12:00:00Z,4.223,NOI
2009-01-16T12:00:00Z,6.754,NOI
2009-02-15T00:00:00Z,-1.159,NOI
2009-03-16T12:00:00Z,4.57,NOI
2009-04-16T00:00:00Z,3.125,NOI
2009-05-16T12:00:00Z,1.11,NOI
2009-06-16T00:00:00Z,-2.38,NOI
2009-07-16T12:00:00Z,0.195,NOI
2009-08-16T12:00:00Z,-0.257,NOI
2009-09-16T00:00:00Z,1.42,NOI
2009-10-16T12:00:00Z,-0.416,NOI
2009-11-16T00:00:00Z,1.02,NOI
2009-12-16T12:00:00Z,-3.436,NOI
2010-01-16T12:00:00Z,-8.052,NOI
2010-02-15T00:00:00Z,-6.329,NOI
2010-03-16T12:00:00Z,-0.178,NOI
2010-04-16T00:00:00Z,-1.751,NOI
2010-05-16T12:00:00Z,3.498,NOI
2010-06-16T00:00:00Z,2.772,NOI
2010-07-16T12:00:00Z,-0.044,NOI
2010-08-16T12:00:00Z,0.429,NOI
2010-09-16T00:00:00Z,1.166,NOI
2010-10-16T12:00:00Z,1.905,NOI
2010-11-16T00:00:00Z,4.024,NOI
2010-12-16T12:00:00Z,-2.89,NOI
2011-01-16T12:00:00Z,5.233,NOI
2011-02-15T00:00:00Z,4.645,NOI
2011-03-16T12:00:00Z,0.887,NOI
2011-04-16T00:00:00Z,3.593,NOI
2011-05-16T12:00:00Z,0.947,NOI
2011-06-16T00:00:00Z,-0.365,NOI
2011-07-16T12:00:00Z,-0.393,NOI
2011-08-16T12:00:00Z,0.467,NOI
2011-09-16T00:00:00Z,0.291,NOI
2011-10-16T12:00:00Z,1.415,NOI
2011-11-16T00:00:00Z,1.716,NOI
2011-12-16T12:00:00Z,7.887,NOI
2012-01-16T12:00:00Z,4.865,NOI
2012-02-15T12:00:00Z,3.723,NOI
2012-03-16T12:00:00Z,0.165,NOI
2012-04-16T00:00:00Z,-1.349,NOI
2012-05-16T12:00:00Z,2.668,NOI
2012-06-16T00:00:00Z,0.168,NOI
2012-07-16T12:00:00Z,1.868,NOI
2012-08-16T12:00:00Z,-1.316,NOI
2012-09-16T00:00:00Z,2.833,NOI
2012-10-16T12:00:00Z,-0.19,NOI
2012-11-16T00:00:00Z,-2.34,NOI
2012-12-16T12:00:00Z,0.023,NOI
2013-01-16T12:00:00Z,6.643,NOI
2013-02-15T00:00:00Z,8.002,NOI
2013-03-16T12:00:00Z,2.063,NOI
2013-04-16T00:00:00Z,2.727,NOI
2013-05-16T12:00:00Z,1.356,NOI
2013-06-16T00:00:00Z,1.163,NOI
2013-07-16T12:00:00Z,0.47,NOI
2013-08-16T12:00:00Z,-1.299,NOI
2013-09-16T00:00:00Z,-0.257,NOI
2013-10-16T12:00:00Z,0.932,NOI
2013-11-16T00:00:00Z,0.144,NOI
2013-12-16T12:00:00Z,4.973,NOI
2014-01-16T12:00:00Z,3.977,NOI
2014-02-15T00:00:00Z,-0.953,NOI
2014-03-16T12:00:00Z,-0.602,NOI
2014-04-16T00:00:00Z,1.158,NOI
2014-05-16T12:00:00Z,1.391,NOI
2014-06-16T00:00:00Z,0.565,NOI
2014-07-16T12:00:00Z,-0.953,NOI
2014-08-16T12:00:00Z,-1.605,NOI
2014-09-16T00:00:00Z,-3.836,NOI
2014-10-16T12:00:00Z,-3.229,NOI
2014-11-16T00:00:00Z,-1.818,NOI
2014-12-16T12:00:00Z,-2.97,NOI
2015-01-16T12:00:00Z,2.083,NOI
2015-02-15T00:00:00Z,-1.67,NOI
2015-03-16T12:00:00Z,0.931,NOI
2015-04-16T00:00:00Z,0.631,NOI
2015-05-16T12:00:00Z,-2.497,NOI
2015-06-16T00:00:00Z,-1.473,NOI
2015-07-16T12:00:00Z,-4.051,NOI
2015-08-16T12:00:00Z,-3.224,NOI
2015-09-16T00:00:00Z,-2.707,NOI
2015-10-16T12:00:00Z,-4.079,NOI
2015-11-16T00:00:00Z,2.093,NOI
2015-12-16T12:00:00Z,1.549,NOI
2016-01-16T12:00:00Z,-6.935,NOI
2016-02-15T12:00:00Z,0.825,NOI
2016-03-16T12:00:00Z,-2.065,NOI
2016-04-16T00:00:00Z,-1.135,NOI
2016-05-16T12:00:00Z,0.272,NOI
2016-06-16T00:00:00Z,1.559,NOI
2016-07-16T12:00:00Z,1.753,NOI
2016-08-16T12:00:00Z,0.404,NOI
2016-09-16T00:00:00Z,3.795,NOI
2016-10-16T12:00:00Z,-1.928,NOI
2016-11-16T00:00:00Z,-0.487,NOI
2016-12-16T12:00:00Z,2.524,NOI
2017-01-16T12:00:00Z,-1.597,NOI
2017-02-15T00:00:00Z,-4.747,NOI
2017-03-16T12:00:00Z,2.897,NOI
2017-04-16T00:00:00Z,-0.849,NOI
2017-05-16T12:00:00Z,0.58,NOI
2017-06-16T00:00:00Z,-1.26,NOI
2017-07-16T12:00:00Z,1.417,NOI
2017-08-16T12:00:00Z,-0.59,NOI
2017-09-16T00:00:00Z,-0.104,NOI
2017-10-16T12:00:00Z,3.587,NOI
2017-11-16T00:00:00Z,-1.166,NOI
2017-12-16T12:00:00Z,3.408,NOI
2018-01-16T12:00:00Z,2.703,NOI
2018-02-15T00:00:00Z,6.37,NOI
2018-03-16T12:00:00Z,-0.816,NOI
2018-04-16T00:00:00Z,1.112,NOI
2018-05-16T12:00:00Z,-0.186,NOI
2018-06-16T00:00:00Z,0.753,NOI
2018-07-16T12:00:00Z,1.283,NOI
2018-08-16T12:00:00Z,0.564,NOI
2018-09-16T00:00:00Z,0.625,NOI
2018-10-16T12:00:00Z,-0.584,NOI
2018-11-16T00:00:00Z,0.013,NOI
2018-12-16T12:00:00Z,2.574,NOI
2019-01-16T12:00:00Z,-2.657,NOI
2019-02-15T00:00:00Z,-4.261,NOI
2019-03-16T12:00:00Z,-1.888,NOI
2019-04-16T00:00:00Z,1.068,NOI
2019-05-16T12:00:00Z,-2.324,NOI
2019-06-16T00:00:00Z,0.534,NOI
2019-07-16T12:00:00Z,0.429,NOI
2019-08-16T12:00:00Z,-1.844,NOI
2019-09-16T00:00:00Z,-0.722,NOI
2019-10-16T12:00:00Z,0.875,NOI
2019-11-16T00:00:00Z,-1.129,NOI
2019-12-16T12:00:00Z,-3.116,NOI
2020-01-16T12:00:00Z,4.917,NOI
2020-02-15T12:00:00Z,6.851,NOI
2020-03-16T12:00:00Z,-0.6,NOI
2020-04-16T00:00:00Z,1.467,NOI
2020-05-16T12:00:00Z,-1.671,NOI
2020-06-16T00:00:00Z,0.942,NOI
2020-07-16T12:00:00Z,0.577,NOI
2020-08-16T12:00:00Z,-0.463,NOI
2020-09-16T00:00:00Z,-0.276,NOI
2020-10-16T12:00:00Z,1.612,NOI
2020-11-16T00:00:00Z,1.998,NOI
2020-12-16T12:00:00Z,5.098,NOI
2021-01-16T12:00:00Z,2.532,NOI
2021-02-15T00:00:00Z,7.759,NOI
2021-03-16T12:00:00Z,3.533,NOI
2021-04-16T00:00:00Z,1.231,NOI
2021-05-16T12:00:00Z,3.647,NOI
