order,year,index,metric,timeseries,proportional.change
17,2007,0.915861963,mt x 1000,Shrimp CA,0.68
17,2008,1.369209874,mt x 1000,Shrimp CA,0.49
17,2009,1.635633431,mt x 1000,Shrimp CA,0.19
17,2010,2.053246187,mt x 1000,Shrimp CA,0.26
17,2011,3.730037293,mt x 1000,Shrimp CA,0.82
17,2012,3.270134128,mt x 1000,Shrimp CA,-0.12
17,2013,4.322092413,mt x 1000,Shrimp CA,0.32
17,2014,4.500171159,mt x 1000,Shrimp CA,0.04
17,2015,4.320727622,mt x 1000,Shrimp CA,-0.04
17,2016,2.186650621,mt x 1000,Shrimp CA,-0.49
17,2017,2.363860106,mt x 1000,Shrimp CA,0.08
17,2018,3.212565718,mt x 1000,Shrimp CA,0.36
17,2019,1.949447203,mt x 1000,Shrimp CA,-0.39
17,2020,1.055404645,mt x 1000,Shrimp CA,-0.46
18,1981,22.50445782,mt x 1000,Highly migratory species CA,FALSE
18,1982,16.11759754,mt x 1000,Highly migratory species CA,-0.28
18,1983,52.93386078,mt x 1000,Highly migratory species CA,2.28
18,1984,43.12234549,mt x 1000,Highly migratory species CA,-0.19
18,1985,13.2874428,mt x 1000,Highly migratory species CA,-0.69
18,1986,10.49473764,mt x 1000,Highly migratory species CA,-0.21
18,1987,11.13456243,mt x 1000,Highly migratory species CA,0.06
18,1988,11.20794653,mt x 1000,Highly migratory species CA,0.01
18,1989,7.008915499,mt x 1000,Highly migratory species CA,-0.37
18,1990,8.402131223,mt x 1000,Highly migratory species CA,0.20
18,1991,10.09880474,mt x 1000,Highly migratory species CA,0.20
18,1992,9.9898523,mt x 1000,Highly migratory species CA,-0.01
18,1993,12.66085061,mt x 1000,Highly migratory species CA,0.27
18,1994,9.257503604,mt x 1000,Highly migratory species CA,-0.27
18,1995,8.807913891,mt x 1000,Highly migratory species CA,-0.05
18,1996,16.93699739,mt x 1000,Highly migratory species CA,0.92
18,1997,15.32620982,mt x 1000,Highly migratory species CA,-0.10
18,1998,4.801670909,mt x 1000,Highly migratory species CA,-0.69
18,1999,7.649215603,mt x 1000,Highly migratory species CA,0.59
18,2000,3.703899618,mt x 1000,Highly migratory species CA,-0.52
18,2001,4.472874057,mt x 1000,Highly migratory species CA,0.21
18,2002,3.51235774,mt x 1000,Highly migratory species CA,-0.21
18,2003,2.696334703,mt x 1000,Highly migratory species CA,-0.23
18,2004,2.071075497,mt x 1000,Highly migratory species CA,-0.23
18,2005,1.546532463,mt x 1000,Highly migratory species CA,-0.25
18,2006,0.927405503,mt x 1000,Highly migratory species CA,-0.40
18,2007,1.790851352,mt x 1000,Highly migratory species CA,0.93
18,2008,0.852546274,mt x 1000,Highly migratory species CA,-0.52
18,2009,1.348116523,mt x 1000,Highly migratory species CA,0.58
18,2010,1.090276065,mt x 1000,Highly migratory species CA,-0.19
18,2011,1.359617255,mt x 1000,Highly migratory species CA,0.25
18,2012,0.898904249,mt x 1000,Highly migratory species CA,-0.34
18,2013,0.611365359,mt x 1000,Highly migratory species CA,-0.32
18,2014,2.186133371,mt x 1000,Highly migratory species CA,2.58
18,2015,1.132050416,mt x 1000,Highly migratory species CA,-0.48
18,2016,1.233570624,mt x 1000,Highly migratory species CA,0.09
18,2017,2.685061995,mt x 1000,Highly migratory species CA,1.18
18,2018,2.997056068,mt x 1000,Highly migratory species CA,0.12
18,2019,1.335773596,mt x 1000,Highly migratory species CA,-0.55
18,2020,2.38238395,mt x 1000,Highly migratory species CA,0.78
19,2005,6.023372071,mt x 1000,Recreational CA,FALSE
19,2006,5.035751766,mt x 1000,Recreational CA,-0.16
19,2007,4.567024131,mt x 1000,Recreational CA,-0.09
19,2008,4.083501464,mt x 1000,Recreational CA,-0.11
19,2009,4.248672392,mt x 1000,Recreational CA,0.04
19,2010,3.675943547,mt x 1000,Recreational CA,-0.13
19,2011,3.860654811,mt x 1000,Recreational CA,0.05
19,2012,4.786326545,mt x 1000,Recreational CA,0.24
19,2013,4.799608707,mt x 1000,Recreational CA,0.00
19,2014,5.500244271,mt x 1000,Recreational CA,0.15
19,2015,6.593853937,mt x 1000,Recreational CA,0.20
19,2016,4.097006285,mt x 1000,Recreational CA,-0.38
19,2017,4.683410935,mt x 1000,Recreational CA,0.14
19,2018,4.223872253,mt x 1000,Recreational CA,-0.10
19,2019,4.389171455,mt x 1000,Recreational CA,0.04
19,2020,NA,mt x 1000,Recreational CA,#VALUE!
20,1981,95,1000s fish,Salmon recreational CA,FALSE
20,1982,165,1000s fish,Salmon recreational CA,0.74
20,1983,91,1000s fish,Salmon recreational CA,-0.45
20,1984,107,1000s fish,Salmon recreational CA,0.18
20,1985,187,1000s fish,Salmon recreational CA,0.75
20,1986,160,1000s fish,Salmon recreational CA,-0.14
20,1987,240,1000s fish,Salmon recreational CA,0.50
20,1988,206,1000s fish,Salmon recreational CA,-0.14
20,1989,236,1000s fish,Salmon recreational CA,0.15
20,1990,191,1000s fish,Salmon recreational CA,-0.19
20,1991,150,1000s fish,Salmon recreational CA,-0.21
20,1992,85,1000s fish,Salmon recreational CA,-0.43
20,1993,140,1000s fish,Salmon recreational CA,0.65
20,1994,190,1000s fish,Salmon recreational CA,0.36
20,1995,398,1000s fish,Salmon recreational CA,1.09
20,1996,165,1000s fish,Salmon recreational CA,-0.59
20,1997,229,1000s fish,Salmon recreational CA,0.39
20,1998,122,1000s fish,Salmon recreational CA,-0.47
20,1999,88,1000s fish,Salmon recreational CA,-0.28
20,2000,186,1000s fish,Salmon recreational CA,1.11
20,2001,100,1000s fish,Salmon recreational CA,-0.46
20,2002,183,1000s fish,Salmon recreational CA,0.83
20,2003,95,1000s fish,Salmon recreational CA,-0.48
20,2004,223,1000s fish,Salmon recreational CA,1.35
20,2005,144,1000s fish,Salmon recreational CA,-0.35
20,2006,98,1000s fish,Salmon recreational CA,-0.32
20,2007,48,1000s fish,Salmon recreational CA,-0.51
20,2008,0,1000s fish,Salmon recreational CA,-1.00
20,2009,1,1000s fish,Salmon recreational CA,#DIV/0!
20,2010,15,1000s fish,Salmon recreational CA,14.00
20,2011,50,1000s fish,Salmon recreational CA,2.33
20,2012,124,1000s fish,Salmon recreational CA,1.48
20,2013,116,1000s fish,Salmon recreational CA,-0.06
20,2014,75,1000s fish,Salmon recreational CA,-0.35
20,2015,38,1000s fish,Salmon recreational CA,-0.49
20,2016,38,1000s fish,Salmon recreational CA,0.00
20,2017,63,1000s fish,Salmon recreational CA,0.66
20,2018,87,1000s fish,Salmon recreational CA,0.38
20,2019,89,1000s fish,Salmon recreational CA,0.02
20,2020,NA,1000s fish,Salmon recreational CA,#VALUE!
21,1981,15.30254651,mt x 1000,Pacific hake CA,FALSE
21,1982,5.332874553,mt x 1000,Pacific hake CA,-0.65
21,1983,4.479169568,mt x 1000,Pacific hake CA,-0.16
21,1984,4.940053607,mt x 1000,Pacific hake CA,0.10
21,1985,5.728854683,mt x 1000,Pacific hake CA,0.16
21,1986,11.61135456,mt x 1000,Pacific hake CA,1.03
21,1987,4.517761865,mt x 1000,Pacific hake CA,-0.61
21,1988,33.19158425,mt x 1000,Pacific hake CA,6.35
21,1989,99.23387214,mt x 1000,Pacific hake CA,1.99
21,1990,53.99971367,mt x 1000,Pacific hake CA,-0.46
21,1991,135.1783947,mt x 1000,Pacific hake CA,1.50
21,1992,5.625869474,mt x 1000,Pacific hake CA,-0.96
21,1993,3.100121054,mt x 1000,Pacific hake CA,-0.45
21,1994,3.650187717,mt x 1000,Pacific hake CA,0.18
21,1995,4.09062527,mt x 1000,Pacific hake CA,0.12
21,1996,2.900807577,mt x 1000,Pacific hake CA,-0.29
21,1997,6.33237039,mt x 1000,Pacific hake CA,1.18
21,1998,5.723393149,mt x 1000,Pacific hake CA,-0.10
21,1999,1.307713562,mt x 1000,Pacific hake CA,-0.77
21,2000,4.986115946,mt x 1000,Pacific hake CA,2.81
21,2001,2.306169752,mt x 1000,Pacific hake CA,-0.54
21,2002,2.773297318,mt x 1000,Pacific hake CA,0.20
21,2003,1.741074398,mt x 1000,Pacific hake CA,-0.37
21,2004,4.7422025,mt x 1000,Pacific hake CA,1.72
21,2005,3.875808913,mt x 1000,Pacific hake CA,-0.18
21,2006,5.429490241,mt x 1000,Pacific hake CA,0.40
21,2007,2.967953309,mt x 1000,Pacific hake CA,-0.45
21,2008,5.360272014,mt x 1000,Pacific hake CA,0.81
21,2009,1.825757955,mt x 1000,Pacific hake CA,-0.66
21,2010,7.635992507,mt x 1000,Pacific hake CA,3.18
21,2011,0.004943658,mt x 1000,Pacific hake CA,-1.00
21,2012,0.079377435,mt x 1000,Pacific hake CA,15.06
21,2013,0.003771167,mt x 1000,Pacific hake CA,-0.95
21,2014,7.376839877,mt x 1000,Pacific hake CA,1955.12
21,2015,0.136205231,mt x 1000,Pacific hake CA,-0.98
21,2016,0.05775534,mt x 1000,Pacific hake CA,-0.58
21,2017,0.004993644,mt x 1000,Pacific hake CA,-0.91
21,2018,2.534533732,mt x 1000,Pacific hake CA,506.55
21,2019,0.026563727,mt x 1000,Pacific hake CA,-0.99
21,2020,5.084312959,mt x 1000,Pacific hake CA,190.40
22,1981,23.50956464,mt x 1000,Market squid CA,FALSE
22,1982,16.30804505,mt x 1000,Market squid CA,-0.31
22,1983,1.823601447,mt x 1000,Market squid CA,-0.89
22,1984,0.564023062,mt x 1000,Market squid CA,-0.69
22,1985,10.27610204,mt x 1000,Market squid CA,17.22
22,1986,21.27739304,mt x 1000,Market squid CA,1.07
22,1987,19.98405695,mt x 1000,Market squid CA,-0.06
22,1988,37.31538961,mt x 1000,Market squid CA,0.87
22,1989,40.93156769,mt x 1000,Market squid CA,0.10
22,1990,28.44679014,mt x 1000,Market squid CA,-0.31
22,1991,37.38823563,mt x 1000,Market squid CA,0.31
22,1992,13.11235707,mt x 1000,Market squid CA,-0.65
22,1993,42.80422515,mt x 1000,Market squid CA,2.26
22,1994,55.38271081,mt x 1000,Market squid CA,0.29
22,1995,70.22671254,mt x 1000,Market squid CA,0.27
22,1996,80.54494107,mt x 1000,Market squid CA,0.15
22,1997,70.32789494,mt x 1000,Market squid CA,-0.13
22,1998,2.89447951,mt x 1000,Market squid CA,-0.96
22,1999,91.9120095,mt x 1000,Market squid CA,30.75
22,2000,118.8034732,mt x 1000,Market squid CA,0.29
22,2001,86.38325591,mt x 1000,Market squid CA,-0.27
22,2002,72.87683189,mt x 1000,Market squid CA,-0.16
22,2003,45.06049357,mt x 1000,Market squid CA,-0.38
22,2004,41.02562373,mt x 1000,Market squid CA,-0.09
22,2005,55.73945531,mt x 1000,Market squid CA,0.36
22,2006,49.15830765,mt x 1000,Market squid CA,-0.12
22,2007,49.4757833,mt x 1000,Market squid CA,0.01
22,2008,38.1003185,mt x 1000,Market squid CA,-0.23
22,2009,93.10598381,mt x 1000,Market squid CA,1.44
22,2010,130.8446752,mt x 1000,Market squid CA,0.41
22,2011,121.512788,mt x 1000,Market squid CA,-0.07
22,2012,97.71631308,mt x 1000,Market squid CA,-0.20
22,2013,104.4116058,mt x 1000,Market squid CA,0.07
22,2014,104.09228,mt x 1000,Market squid CA,0.00
22,2015,36.80618962,mt x 1000,Market squid CA,-0.65
22,2016,37.0915735,mt x 1000,Market squid CA,0.01
22,2017,62.41172264,mt x 1000,Market squid CA,0.68
22,2018,33.17818023,mt x 1000,Market squid CA,-0.47
22,2019,12.35033674,mt x 1000,Market squid CA,-0.63
22,2020,20.44385871,mt x 1000,Market squid CA,0.66
23,1981,1.777525988,mt x 1000,Crab CA,FALSE
23,1982,5.394663419,mt x 1000,Crab CA,2.03
23,1983,3.077293111,mt x 1000,Crab CA,-0.43
23,1984,3.378936573,mt x 1000,Crab CA,0.10
23,1985,3.120693282,mt x 1000,Crab CA,-0.08
23,1986,3.568941881,mt x 1000,Crab CA,0.14
23,1987,4.803723732,mt x 1000,Crab CA,0.35
23,1988,4.797262309,mt x 1000,Crab CA,0.00
23,1989,5.084302818,mt x 1000,Crab CA,0.06
23,1990,3.107250165,mt x 1000,Crab CA,-0.39
23,1991,6.28067086,mt x 1000,Crab CA,1.02
23,1992,5.234342556,mt x 1000,Crab CA,-0.17
23,1993,5.250667346,mt x 1000,Crab CA,0.00
23,1994,3.449259266,mt x 1000,Crab CA,-0.34
23,1995,6.499863909,mt x 1000,Crab CA,0.88
23,1996,7.460537623,mt x 1000,Crab CA,0.15
23,1997,2.480102921,mt x 1000,Crab CA,-0.67
23,1998,5.810971857,mt x 1000,Crab CA,1.34
23,1999,4.920775652,mt x 1000,Crab CA,-0.15
23,2000,4.480183534,mt x 1000,Crab CA,-0.09
23,2001,3.173125907,mt x 1000,Crab CA,-0.29
23,2002,2.232175219,mt x 1000,Crab CA,-0.30
23,2003,7.021670534,mt x 1000,Crab CA,2.15
23,2004,10.45503791,mt x 1000,Crab CA,0.49
23,2005,11.94700688,mt x 1000,Crab CA,0.14
23,2006,11.33359051,mt x 1000,Crab CA,-0.05
23,2007,6.742012835,mt x 1000,Crab CA,-0.41
23,2008,4.409296835,mt x 1000,Crab CA,-0.35
23,2009,3.425379301,mt x 1000,Crab CA,-0.22
23,2010,8.421339454,mt x 1000,Crab CA,1.46
23,2011,13.15144093,mt x 1000,Crab CA,0.56
23,2012,15.2689625,mt x 1000,Crab CA,0.16
23,2013,12.0257366,mt x 1000,Crab CA,-0.21
23,2014,9.0638892,mt x 1000,Crab CA,-0.25
23,2015,8.6336788,mt x 1000,Crab CA,-0.05
23,2016,6.2118752,mt x 1000,Crab CA,-0.28
23,2017,10.8977258,mt x 1000,Crab CA,0.75
23,2018,10.0504335,mt x 1000,Crab CA,-0.08
23,2019,6.6489886,mt x 1000,Crab CA,-0.34
23,2020,6.9065985,mt x 1000,Crab CA,0.04
24,1981,14.43674378,mt x 1000,Other species CA,FALSE
24,1982,11.87037,mt x 1000,Other species CA,-0.18
24,1983,10.66978683,mt x 1000,Other species CA,-0.10
24,1984,9.965722614,mt x 1000,Other species CA,-0.07
24,1985,13.02609377,mt x 1000,Other species CA,0.31
24,1986,18.92726235,mt x 1000,Other species CA,0.45
24,1987,24.06438681,mt x 1000,Other species CA,0.27
24,1988,26.67295337,mt x 1000,Other species CA,0.11
24,1989,26.9871898,mt x 1000,Other species CA,0.01
24,1990,25.19506522,mt x 1000,Other species CA,-0.07
24,1991,22.61166244,mt x 1000,Other species CA,-0.10
24,1992,17.29509102,mt x 1000,Other species CA,-0.24
24,1993,14.74308909,mt x 1000,Other species CA,-0.15
24,1994,13.47785403,mt x 1000,Other species CA,-0.09
24,1995,12.84088175,mt x 1000,Other species CA,-0.05
24,1996,12.16025564,mt x 1000,Other species CA,-0.05
24,1997,11.21886513,mt x 1000,Other species CA,-0.08
24,1998,7.21004051,mt x 1000,Other species CA,-0.36
24,1999,8.514700698,mt x 1000,Other species CA,0.18
24,2000,8.921064155,mt x 1000,Other species CA,0.05
24,2001,7.805675122,mt x 1000,Other species CA,-0.13
24,2002,8.455206807,mt x 1000,Other species CA,0.08
24,2003,6.947493532,mt x 1000,Other species CA,-0.18
24,2004,7.344974953,mt x 1000,Other species CA,0.06
24,2005,6.774365492,mt x 1000,Other species CA,-0.08
24,2006,6.587696628,mt x 1000,Other species CA,-0.03
24,2007,7.2834579,mt x 1000,Other species CA,0.11
24,2008,7.248449517,mt x 1000,Other species CA,0.00
24,2009,7.909056387,mt x 1000,Other species CA,0.09
24,2010,6.992452627,mt x 1000,Other species CA,-0.12
24,2011,7.209751081,mt x 1000,Other species CA,0.03
24,2012,7.54763563,mt x 1000,Other species CA,0.05
24,2013,8.136132329,mt x 1000,Other species CA,0.08
24,2014,7.738027382,mt x 1000,Other species CA,-0.05
24,2015,5.851700456,mt x 1000,Other species CA,-0.24
24,2016,4.571045952,mt x 1000,Other species CA,-0.22
24,2017,3.989006666,mt x 1000,Other species CA,-0.13
24,2018,3.681637416,mt x 1000,Other species CA,-0.08
24,2019,2.921675823,mt x 1000,Other species CA,-0.21
24,2020,2.618597555,mt x 1000,Other species CA,-0.10
25,1981,83.75518199,mt x 1000,Total fisheries OR,FALSE
25,1982,74.49814298,mt x 1000,Total fisheries OR,-0.11
25,1983,68.72131716,mt x 1000,Total fisheries OR,-0.08
25,1984,94.49169832,mt x 1000,Total fisheries OR,0.37
25,1985,97.87142145,mt x 1000,Total fisheries OR,0.04
25,1986,144.5798085,mt x 1000,Total fisheries OR,0.48
25,1987,162.7253584,mt x 1000,Total fisheries OR,0.13
25,1988,137.5223422,mt x 1000,Total fisheries OR,-0.15
25,1989,162.7262972,mt x 1000,Total fisheries OR,0.18
25,1990,155.3839734,mt x 1000,Total fisheries OR,-0.05
25,1991,114.8796192,mt x 1000,Total fisheries OR,-0.26
25,1992,180.6418447,mt x 1000,Total fisheries OR,0.57
25,1993,154.3017817,mt x 1000,Total fisheries OR,-0.15
25,1994,171.570056,mt x 1000,Total fisheries OR,0.11
25,1995,170.9718116,mt x 1000,Total fisheries OR,0.00
25,1996,140.5428441,mt x 1000,Total fisheries OR,-0.18
25,1997,175.9718397,mt x 1000,Total fisheries OR,0.25
25,1998,158.4216041,mt x 1000,Total fisheries OR,-0.10
25,1999,119.056603,mt x 1000,Total fisheries OR,-0.25
25,2000,165.4081272,mt x 1000,Total fisheries OR,0.39
25,2001,179.3027661,mt x 1000,Total fisheries OR,0.08
25,2002,157.5577282,mt x 1000,Total fisheries OR,-0.12
25,2003,162.1479605,mt x 1000,Total fisheries OR,0.03
25,2004,197.7173165,mt x 1000,Total fisheries OR,0.22
25,2005,246.9430948,mt x 1000,Total fisheries OR,0.25
25,2006,237.168839,mt x 1000,Total fisheries OR,-0.04
25,2007,197.1016821,mt x 1000,Total fisheries OR,-0.17
25,2008,180.1734213,mt x 1000,Total fisheries OR,-0.09
25,2009,117.9930523,mt x 1000,Total fisheries OR,-0.35
25,2010,153.7608961,mt x 1000,Total fisheries OR,0.30
25,2011,187.3499763,mt x 1000,Total fisheries OR,0.22
25,2012,205.2921361,mt x 1000,Total fisheries OR,0.10
25,2013,271.2293165,mt x 1000,Total fisheries OR,0.32
25,2014,288.2637397,mt x 1000,Total fisheries OR,0.06
25,2015,181.241033,mt x 1000,Total fisheries OR,-0.37
25,2016,245.7376636,mt x 1000,Total fisheries OR,0.36
25,2017,290.9623933,mt x 1000,Total fisheries OR,0.18
25,2018,263.1823869,mt x 1000,Total fisheries OR,-0.10
25,2019,250.4576895,mt x 1000,Total fisheries OR,-0.05
25,2020,276.8213363,mt x 1000,Total fisheries OR,0.11
26,1981,3.195611499,mt x 1000,Salmon commercial OR,FALSE
26,1982,3.917126118,mt x 1000,Salmon commercial OR,0.23
26,1983,1.212604302,mt x 1000,Salmon commercial OR,-0.69
26,1984,1.632418646,mt x 1000,Salmon commercial OR,0.35
26,1985,2.985408151,mt x 1000,Salmon commercial OR,0.83
26,1986,6.288022621,mt x 1000,Salmon commercial OR,1.11
26,1987,6.865186718,mt x 1000,Salmon commercial OR,0.09
26,1988,8.078772069,mt x 1000,Salmon commercial OR,0.18
26,1989,5.328790398,mt x 1000,Salmon commercial OR,-0.34
26,1990,2.462385695,mt x 1000,Salmon commercial OR,-0.54
26,1991,2.426983313,mt x 1000,Salmon commercial OR,-0.01
26,1992,1.075566332,mt x 1000,Salmon commercial OR,-0.56
26,1993,0.851635465,mt x 1000,Salmon commercial OR,-0.21
26,1994,0.587186245,mt x 1000,Salmon commercial OR,-0.31
26,1995,1.318729128,mt x 1000,Salmon commercial OR,1.25
26,1996,1.290390996,mt x 1000,Salmon commercial OR,-0.02
26,1997,1.021142999,mt x 1000,Salmon commercial OR,-0.21
26,1998,0.898615951,mt x 1000,Salmon commercial OR,-0.12
26,1999,0.708403527,mt x 1000,Salmon commercial OR,-0.21
26,2000,1.428306475,mt x 1000,Salmon commercial OR,1.02
26,2001,2.395055591,mt x 1000,Salmon commercial OR,0.68
26,2002,2.781108761,mt x 1000,Salmon commercial OR,0.16
26,2003,3.05719294,mt x 1000,Salmon commercial OR,0.10
26,2004,2.695690494,mt x 1000,Salmon commercial OR,-0.12
26,2005,2.137434917,mt x 1000,Salmon commercial OR,-0.21
26,2006,0.824031212,mt x 1000,Salmon commercial OR,-0.61
26,2007,0.625252452,mt x 1000,Salmon commercial OR,-0.24
26,2008,0.848353209,mt x 1000,Salmon commercial OR,0.36
26,2009,1.049025277,mt x 1000,Salmon commercial OR,0.24
26,2010,1.259256453,mt x 1000,Salmon commercial OR,0.20
26,2011,1.108178946,mt x 1000,Salmon commercial OR,-0.12
26,2012,0.886062283,mt x 1000,Salmon commercial OR,-0.20
26,2013,1.604519933,mt x 1000,Salmon commercial OR,0.81
26,2014,2.922447054,mt x 1000,Salmon commercial OR,0.82
26,2015,1.438369367,mt x 1000,Salmon commercial OR,-0.51
26,2016,0.846668632,mt x 1000,Salmon commercial OR,-0.41
26,2017,0.549694055,mt x 1000,Salmon commercial OR,-0.35
26,2018,0.45269939,mt x 1000,Salmon commercial OR,-0.18
26,2019,0.459524485,mt x 1000,Salmon commercial OR,0.02
26,2020,0.705068979,mt x 1000,Salmon commercial OR,0.53
27,1981,37.52251446,mt x 1000,"Groundfish, no hake OR",FALSE
27,1982,41.12125185,mt x 1000,"Groundfish, no hake OR",0.10
27,1983,35.24278303,mt x 1000,"Groundfish, no hake OR",-0.14
27,1984,28.2465419,mt x 1000,"Groundfish, no hake OR",-0.20
27,1985,28.40117032,mt x 1000,"Groundfish, no hake OR",0.01
27,1986,24.70117237,mt x 1000,"Groundfish, no hake OR",-0.13
27,1987,30.88663082,mt x 1000,"Groundfish, no hake OR",0.25
27,1988,32.28936945,mt x 1000,"Groundfish, no hake OR",0.05
27,1989,37.04493525,mt x 1000,"Groundfish, no hake OR",0.15
27,1990,33.79773463,mt x 1000,"Groundfish, no hake OR",-0.09
27,1991,36.46493918,mt x 1000,"Groundfish, no hake OR",0.08
27,1992,33.23222338,mt x 1000,"Groundfish, no hake OR",-0.09
27,1993,35.59879254,mt x 1000,"Groundfish, no hake OR",0.07
27,1994,29.27346933,mt x 1000,"Groundfish, no hake OR",-0.18
27,1995,25.25251361,mt x 1000,"Groundfish, no hake OR",-0.14
27,1996,25.94002953,mt x 1000,"Groundfish, no hake OR",0.03
27,1997,23.09565241,mt x 1000,"Groundfish, no hake OR",-0.11
27,1998,18.75238167,mt x 1000,"Groundfish, no hake OR",-0.19
27,1999,19.77773075,mt x 1000,"Groundfish, no hake OR",0.05
27,2000,17.93624231,mt x 1000,"Groundfish, no hake OR",-0.09
27,2001,13.97201087,mt x 1000,"Groundfish, no hake OR",-0.22
27,2002,9.699528734,mt x 1000,"Groundfish, no hake OR",-0.31
27,2003,11.78870094,mt x 1000,"Groundfish, no hake OR",0.22
27,2004,11.73076824,mt x 1000,"Groundfish, no hake OR",0.00
27,2005,12.5208962,mt x 1000,"Groundfish, no hake OR",0.07
27,2006,12.59815294,mt x 1000,"Groundfish, no hake OR",0.01
27,2007,14.16427582,mt x 1000,"Groundfish, no hake OR",0.12
27,2008,17.47087021,mt x 1000,"Groundfish, no hake OR",0.23
27,2009,18.78216922,mt x 1000,"Groundfish, no hake OR",0.08
27,2010,16.87410266,mt x 1000,"Groundfish, no hake OR",-0.10
27,2011,13.61728913,mt x 1000,"Groundfish, no hake OR",-0.19
27,2012,13.07981062,mt x 1000,"Groundfish, no hake OR",-0.04
27,2013,14.30937372,mt x 1000,"Groundfish, no hake OR",0.09
27,2014,13.05715506,mt x 1000,"Groundfish, no hake OR",-0.09
27,2015,15.10522667,mt x 1000,"Groundfish, no hake OR",0.16
27,2016,16.62815149,mt x 1000,"Groundfish, no hake OR",0.10
27,2017,22.80447627,mt x 1000,"Groundfish, no hake OR",0.37
27,2018,24.36897678,mt x 1000,"Groundfish, no hake OR",0.07
27,2019,22.98550315,mt x 1000,"Groundfish, no hake OR",-0.06
27,2020,18.86380693,mt x 1000,"Groundfish, no hake OR",-0.18
28,1981,0.133329437,mt x 1000,"Coastal pelagic spp, no squid OR",FALSE
28,1982,0.132885653,mt x 1000,"Coastal pelagic spp, no squid OR",0.00
28,1983,0.102128504,mt x 1000,"Coastal pelagic spp, no squid OR",-0.23
28,1984,0.281540828,mt x 1000,"Coastal pelagic spp, no squid OR",1.76
28,1985,0.131212248,mt x 1000,"Coastal pelagic spp, no squid OR",-0.53
28,1986,0.856928214,mt x 1000,"Coastal pelagic spp, no squid OR",5.53
28,1987,0.884443119,mt x 1000,"Coastal pelagic spp, no squid OR",0.03
28,1988,0.282077172,mt x 1000,"Coastal pelagic spp, no squid OR",-0.68
28,1989,0.266589262,mt x 1000,"Coastal pelagic spp, no squid OR",-0.05
28,1990,0.343011901,mt x 1000,"Coastal pelagic spp, no squid OR",0.29
28,1991,0.391057565,mt x 1000,"Coastal pelagic spp, no squid OR",0.14
28,1992,1.37345571,mt x 1000,"Coastal pelagic spp, no squid OR",2.51
28,1993,0.717919845,mt x 1000,"Coastal pelagic spp, no squid OR",-0.48
28,1994,0.470079405,mt x 1000,"Coastal pelagic spp, no squid OR",-0.35
28,1995,0.402988958,mt x 1000,"Coastal pelagic spp, no squid OR",-0.14
28,1996,0.468420652,mt x 1000,"Coastal pelagic spp, no squid OR",0.16
28,1997,2.139829461,mt x 1000,"Coastal pelagic spp, no squid OR",3.57
28,1998,1.770009841,mt x 1000,"Coastal pelagic spp, no squid OR",-0.17
28,1999,1.56121515,mt x 1000,"Coastal pelagic spp, no squid OR",-0.12
28,2000,9.873713507,mt x 1000,"Coastal pelagic spp, no squid OR",5.32
28,2001,13.37585207,mt x 1000,"Coastal pelagic spp, no squid OR",0.35
28,2002,22.86602235,mt x 1000,"Coastal pelagic spp, no squid OR",0.71
28,2003,25.64073031,mt x 1000,"Coastal pelagic spp, no squid OR",0.12
28,2004,36.45853818,mt x 1000,"Coastal pelagic spp, no squid OR",0.42
28,2005,45.57780276,mt x 1000,"Coastal pelagic spp, no squid OR",0.25
28,2006,36.91871939,mt x 1000,"Coastal pelagic spp, no squid OR",-0.19
28,2007,43.42265101,mt x 1000,"Coastal pelagic spp, no squid OR",0.18
28,2008,25.4648033,mt x 1000,"Coastal pelagic spp, no squid OR",-0.41
28,2009,23.786085,mt x 1000,"Coastal pelagic spp, no squid OR",-0.07
28,2010,21.19576936,mt x 1000,"Coastal pelagic spp, no squid OR",-0.11
28,2011,11.0802257,mt x 1000,"Coastal pelagic spp, no squid OR",-0.48
28,2012,44.56093452,mt x 1000,"Coastal pelagic spp, no squid OR",3.02
28,2013,26.95320479,mt x 1000,"Coastal pelagic spp, no squid OR",-0.40
28,2014,9.876857528,mt x 1000,"Coastal pelagic spp, no squid OR",-0.63
28,2015,2.783317305,mt x 1000,"Coastal pelagic spp, no squid OR",-0.72
28,2016,5.691393615,mt x 1000,"Coastal pelagic spp, no squid OR",1.04
28,2017,1.091141333,mt x 1000,"Coastal pelagic spp, no squid OR",-0.81
28,2018,0.400255705,mt x 1000,"Coastal pelagic spp, no squid OR",-0.63
28,2019,1.50558833,mt x 1000,"Coastal pelagic spp, no squid OR",2.76
28,2020,0.627905361,mt x 1000,"Coastal pelagic spp, no squid OR",-0.58
29,1981,11.78391611,mt x 1000,Shrimp OR,FALSE
29,1982,8.405400921,mt x 1000,Shrimp OR,-0.29
29,1983,3.001410736,mt x 1000,Shrimp OR,-0.64
29,1984,2.249487035,mt x 1000,Shrimp OR,-0.25
29,1985,6.790297743,mt x 1000,Shrimp OR,2.02
29,1986,15.42766399,mt x 1000,Shrimp OR,1.27
29,1987,20.268419,mt x 1000,Shrimp OR,0.31
29,1988,19.03150844,mt x 1000,Shrimp OR,-0.06
29,1989,22.33399157,mt x 1000,Shrimp OR,0.17
29,1990,14.5183392,mt x 1000,Shrimp OR,-0.35
29,1991,9.918616366,mt x 1000,Shrimp OR,-0.32
