year,data,metric,timeseries,order,species
1984,0.937986865,Condition,Willamette-PopGR,14,Chinook
1985,0.914391957,Condition,Willamette-PopGR,14,Chinook
1986,0.936446748,Condition,Willamette-PopGR,14,Chinook
1987,1.144971535,Condition,Willamette-PopGR,14,Chinook
1988,1.642994885,Condition,Willamette-PopGR,14,Chinook
1989,1.184863209,Condition,Willamette-PopGR,14,Chinook
1990,1.369006145,Condition,Willamette-PopGR,14,Chinook
1991,1.043883195,Condition,Willamette-PopGR,14,Chinook
1992,0.853117893,Condition,Willamette-PopGR,14,Chinook
1993,1.019135651,Condition,Willamette-PopGR,14,Chinook
1994,0.715053119,Condition,Willamette-PopGR,14,Chinook
1995,0.820034834,Condition,Willamette-PopGR,14,Chinook
1996,0.812219204,Condition,Willamette-PopGR,14,Chinook
1997,0.726641549,Condition,Willamette-PopGR,14,Chinook
1998,1.04595704,Condition,Willamette-PopGR,14,Chinook
1999,1.017444148,Condition,Willamette-PopGR,14,Chinook
2000,1.20037791,Condition,Willamette-PopGR,14,Chinook
2001,1.43290083,Condition,Willamette-PopGR,14,Chinook
2002,1.288764754,Condition,Willamette-PopGR,14,Chinook
2003,1.395279492,Condition,Willamette-PopGR,14,Chinook
2004,1.303460857,Condition,Willamette-PopGR,14,Chinook
2005,0.980860913,Condition,Willamette-PopGR,14,Chinook
2006,0.91522706,Condition,Willamette-PopGR,14,Chinook
2007,0.855258192,Condition,Willamette-PopGR,14,Chinook
2008,0.687840271,Condition,Willamette-PopGR,14,Chinook
2009,1.032760465,Condition,Willamette-PopGR,14,Chinook
2010,0.891010946,Condition,Willamette-PopGR,14,Chinook
2011,0.992086266,Condition,Willamette-PopGR,14,Chinook
2012,1.059955333,Condition,Willamette-PopGR,14,Chinook
2013,1.001376776,Condition,Willamette-PopGR,14,Chinook
2014,0.950915431,Condition,Willamette-PopGR,14,Chinook
1970,0.734081447,Condition,Willamette-AgeDiv,15,Chinook
1971,0.711301611,Condition,Willamette-AgeDiv,15,Chinook
1972,0.679271636,Condition,Willamette-AgeDiv,15,Chinook
1973,0.78045065,Condition,Willamette-AgeDiv,15,Chinook
1974,0.778372266,Condition,Willamette-AgeDiv,15,Chinook
1975,0.756922808,Condition,Willamette-AgeDiv,15,Chinook
1976,0.686919246,Condition,Willamette-AgeDiv,15,Chinook
1977,0.734447996,Condition,Willamette-AgeDiv,15,Chinook
1978,0.713373837,Condition,Willamette-AgeDiv,15,Chinook
1979,0.703678285,Condition,Willamette-AgeDiv,15,Chinook
1980,0.681050591,Condition,Willamette-AgeDiv,15,Chinook
1981,0.725804785,Condition,Willamette-AgeDiv,15,Chinook
1982,0.697654681,Condition,Willamette-AgeDiv,15,Chinook
1983,0.671350208,Condition,Willamette-AgeDiv,15,Chinook
1984,0.686731028,Condition,Willamette-AgeDiv,15,Chinook
1985,0.683003254,Condition,Willamette-AgeDiv,15,Chinook
1986,0.655111827,Condition,Willamette-AgeDiv,15,Chinook
1987,0.658062406,Condition,Willamette-AgeDiv,15,Chinook
1988,0.694956535,Condition,Willamette-AgeDiv,15,Chinook
1989,0.721492327,Condition,Willamette-AgeDiv,15,Chinook
1990,0.719461775,Condition,Willamette-AgeDiv,15,Chinook
1991,0.764537364,Condition,Willamette-AgeDiv,15,Chinook
1992,0.707825031,Condition,Willamette-AgeDiv,15,Chinook
1993,0.763796296,Condition,Willamette-AgeDiv,15,Chinook
1994,0.741254521,Condition,Willamette-AgeDiv,15,Chinook
1995,0.757739045,Condition,Willamette-AgeDiv,15,Chinook
1996,0.712056045,Condition,Willamette-AgeDiv,15,Chinook
1997,0.686903833,Condition,Willamette-AgeDiv,15,Chinook
1998,0.709894568,Condition,Willamette-AgeDiv,15,Chinook
1999,0.696180338,Condition,Willamette-AgeDiv,15,Chinook
2000,0.690687065,Condition,Willamette-AgeDiv,15,Chinook
2001,0.684241656,Condition,Willamette-AgeDiv,15,Chinook
2002,0.733277772,Condition,Willamette-AgeDiv,15,Chinook
2003,0.711842385,Condition,Willamette-AgeDiv,15,Chinook
2004,0.664832964,Condition,Willamette-AgeDiv,15,Chinook
2005,0.628787329,Condition,Willamette-AgeDiv,15,Chinook
2006,0.805123903,Condition,Willamette-AgeDiv,15,Chinook
2007,0.618242603,Condition,Willamette-AgeDiv,15,Chinook
2008,0.903614413,Condition,Willamette-AgeDiv,15,Chinook
2009,0.857928546,Condition,Willamette-AgeDiv,15,Chinook
2010,0.831539965,Condition,Willamette-AgeDiv,15,Chinook
2011,0.732978826,Condition,Willamette-AgeDiv,15,Chinook
2012,0.630472279,Condition,Willamette-AgeDiv,15,Chinook
2013,0.630472279,Condition,Willamette-AgeDiv,15,Chinook
